target,branch,strategy,K,rep,source_cap,calibration_upweight,n_source_train,n_cal_train,n_test,target_ea,balanced_accuracy
7,fusion,transfer_only,0,2,96,none,96,0,40,none,0.525
7,fusion,transfer_only,0,2,200,none,200,0,40,none,0.525
7,fusion,transfer_only,0,2,all,none,1960,0,40,none,0.55
7,riemann,transfer_only,0,3,24,none,24,0,40,none,0.625
7,riemann,transfer_only,0,3,48,none,48,0,40,none,0.5
7,riemann,transfer_only,0,3,96,none,96,0,40,none,0.5
7,riemann,transfer_only,0,3,200,none,200,0,40,none,0.525
7,riemann,transfer_only,0,3,all,none,1960,0,40,none,0.475
7,sjepa,transfer_only,0,3,24,none,24,0,40,none,0.625
7,sjepa,transfer_only,0,3,48,none,48,0,40,none,0.35
7,sjepa,transfer_only,0,3,96,none,96,0,40,none,0.45
7,sjepa,transfer_only,0,3,200,none,200,0,40,none,0.42500000000000004
7,sjepa,transfer_only,0,3,all,none,1960,0,40,none,0.42500000000000004
7,fusion,transfer_only,0,3,24,none,24,0,40,none,0.575
7,fusion,transfer_only,0,3,48,none,48,0,40,none,0.5
7,fusion,transfer_only,0,3,96,none,96,0,40,none,0.525
7,fusion,transfer_only,0,3,200,none,200,0,40,none,0.42500000000000004
7,fusion,transfer_only,0,3,all,none,1960,0,40,none,0.55
7,riemann,transfer_only,0,4,24,none,24,0,40,none,0.4
7,riemann,transfer_only,0,4,48,none,48,0,40,none,0.5
7,riemann,transfer_only,0,4,96,none,96,0,40,none,0.525
7,riemann,transfer_only,0,4,200,none,200,0,40,none,0.35000000000000003
7,riemann,transfer_only,0,4,all,none,1960,0,40,none,0.475
7,sjepa,transfer_only,0,4,24,none,24,0,40,none,0.42500000000000004
7,sjepa,transfer_only,0,4,48,none,48,0,40,none,0.7250000000000001
7,sjepa,transfer_only,0,4,96,none,96,0,40,none,0.525
7,sjepa,transfer_only,0,4,200,none,200,0,40,none,0.75
7,sjepa,transfer_only,0,4,all,none,1960,0,40,none,0.42500000000000004
7,fusion,transfer_only,0,4,24,none,24,0,40,none,0.39999999999999997
7,fusion,transfer_only,0,4,48,none,48,0,40,none,0.5
7,fusion,transfer_only,0,4,96,none,96,0,40,none,0.5
7,fusion,transfer_only,0,4,200,none,200,0,40,none,0.475
7,fusion,transfer_only,0,4,all,none,1960,0,40,none,0.55
7,riemann,transfer_only,0,5,24,none,24,0,40,none,0.5
7,riemann,transfer_only,0,5,48,none,48,0,40,none,0.45
7,riemann,transfer_only,0,5,96,none,96,0,40,none,0.45
7,riemann,transfer_only,0,5,200,none,200,0,40,none,0.675
7,riemann,transfer_only,0,5,all,none,1960,0,40,none,0.475
7,sjepa,transfer_only,0,5,24,none,24,0,40,none,0.45
7,sjepa,transfer_only,0,5,48,none,48,0,40,none,0.4
7,sjepa,transfer_only,0,5,96,none,96,0,40,none,0.47500000000000003
7,sjepa,transfer_only,0,5,200,none,200,0,40,none,0.525
7,sjepa,transfer_only,0,5,all,none,1960,0,40,none,0.42500000000000004
7,fusion,transfer_only,0,5,24,none,24,0,40,none,0.5
7,fusion,transfer_only,0,5,48,none,48,0,40,none,0.475
7,fusion,transfer_only,0,5,96,none,96,0,40,none,0.35000000000000003
7,fusion,transfer_only,0,5,200,none,200,0,40,none,0.625
7,fusion,transfer_only,0,5,all,none,1960,0,40,none,0.55
7,riemann,transfer_only,0,6,24,none,24,0,40,none,0.5
7,riemann,transfer_only,0,6,48,none,48,0,40,none,0.45
7,riemann,transfer_only,0,6,96,none,96,0,40,none,0.4
7,riemann,transfer_only,0,6,200,none,200,0,40,none,0.55
7,riemann,transfer_only,0,6,all,none,1960,0,40,none,0.475
7,sjepa,transfer_only,0,6,24,none,24,0,40,none,0.6
7,sjepa,transfer_only,0,6,48,none,48,0,40,none,0.55
7,sjepa,transfer_only,0,6,96,none,96,0,40,none,0.525
7,sjepa,transfer_only,0,6,200,none,200,0,40,none,0.625
7,sjepa,transfer_only,0,6,all,none,1960,0,40,none,0.42500000000000004
7,fusion,transfer_only,0,6,24,none,24,0,40,none,0.625
7,fusion,transfer_only,0,6,48,none,48,0,40,none,0.5
7,fusion,transfer_only,0,6,96,none,96,0,40,none,0.375
7,fusion,transfer_only,0,6,200,none,200,0,40,none,0.375
7,fusion,transfer_only,0,6,all,none,1960,0,40,none,0.55
7,riemann,transfer_only,0,7,24,none,24,0,40,none,0.65
7,riemann,transfer_only,0,7,48,none,48,0,40,none,0.2
7,riemann,transfer_only,0,7,96,none,96,0,40,none,0.575
7,riemann,transfer_only,0,7,200,none,200,0,40,none,0.325
7,riemann,transfer_only,0,7,all,none,1960,0,40,none,0.475
7,sjepa,transfer_only,0,7,24,none,24,0,40,none,0.475
7,sjepa,transfer_only,0,7,48,none,48,0,40,none,0.375
7,sjepa,transfer_only,0,7,96,none,96,0,40,none,0.42500000000000004
7,sjepa,transfer_only,0,7,200,none,200,0,40,none,0.55
7,sjepa,transfer_only,0,7,all,none,1960,0,40,none,0.42500000000000004
7,fusion,transfer_only,0,7,24,none,24,0,40,none,0.55
7,fusion,transfer_only,0,7,48,none,48,0,40,none,0.25
7,fusion,transfer_only,0,7,96,none,96,0,40,none,0.475
7,fusion,transfer_only,0,7,200,none,200,0,40,none,0.3
7,fusion,transfer_only,0,7,all,none,1960,0,40,none,0.55
7,riemann,transfer_only,0,8,24,none,24,0,40,none,0.5
7,riemann,transfer_only,0,8,48,none,48,0,40,none,0.475
7,riemann,transfer_only,0,8,96,none,96,0,40,none,0.47500000000000003
7,riemann,transfer_only,0,8,200,none,200,0,40,none,0.5
7,riemann,transfer_only,0,8,all,none,1960,0,40,none,0.475
7,sjepa,transfer_only,0,8,24,none,24,0,40,none,0.525
7,sjepa,transfer_only,0,8,48,none,48,0,40,none,0.42500000000000004
7,sjepa,transfer_only,0,8,96,none,96,0,40,none,0.5
7,sjepa,transfer_only,0,8,200,none,200,0,40,none,0.4
7,sjepa,transfer_only,0,8,all,none,1960,0,40,none,0.42500000000000004
7,fusion,transfer_only,0,8,24,none,24,0,40,none,0.5
7,fusion,transfer_only,0,8,48,none,48,0,40,none,0.425
7,fusion,transfer_only,0,8,96,none,96,0,40,none,0.44999999999999996
7,fusion,transfer_only,0,8,200,none,200,0,40,none,0.5
7,fusion,transfer_only,0,8,all,none,1960,0,40,none,0.55
7,riemann,transfer_only,0,9,24,none,24,0,40,none,0.5
7,riemann,transfer_only,0,9,48,none,48,0,40,none,0.5
7,riemann,transfer_only,0,9,96,none,96,0,40,none,0.5
7,riemann,transfer_only,0,9,200,none,200,0,40,none,0.55
7,riemann,transfer_only,0,9,all,none,1960,0,40,none,0.475
7,sjepa,transfer_only,0,9,24,none,24,0,40,none,0.375
7,sjepa,transfer_only,0,9,48,none,48,0,40,none,0.525
7,sjepa,transfer_only,0,9,96,none,96,0,40,none,0.575
7,sjepa,transfer_only,0,9,200,none,200,0,40,none,0.575
7,sjepa,transfer_only,0,9,all,none,1960,0,40,none,0.42500000000000004
7,fusion,transfer_only,0,9,24,none,24,0,40,none,0.45
7,fusion,transfer_only,0,9,48,none,48,0,40,none,0.25
7,fusion,transfer_only,0,9,96,none,96,0,40,none,0.5499999999999999
7,fusion,transfer_only,0,9,200,none,200,0,40,none,0.55
7,fusion,transfer_only,0,9,all,none,1960,0,40,none,0.55
7,riemann,within_only,4,0,none,none,0,4,36,calibration_only,0.6388888888888888
7,riemann,transfer_only,4,0,24,none,24,0,36,none,0.5
7,riemann,transfer_plus_cal,4,0,24,1,24,4,36,calibration_only,0.5277777777777778
7,riemann,transfer_plus_cal,4,0,24,5,24,4,36,calibration_only,0.5
7,riemann,transfer_plus_cal,4,0,24,10,24,4,36,calibration_only,0.5555555555555556
7,riemann,transfer_plus_cal,4,0,24,25,24,4,36,calibration_only,0.6111111111111112
7,riemann,transfer_plus_cal,4,0,24,50,24,4,36,calibration_only,0.6388888888888888
7,riemann,transfer_plus_cal,4,0,24,100,24,4,36,calibration_only,0.6388888888888888
7,riemann,transfer_only,4,0,48,none,48,0,36,none,0.7222222222222222
7,riemann,transfer_plus_cal,4,0,48,1,48,4,36,calibration_only,0.6388888888888888
7,riemann,transfer_plus_cal,4,0,48,5,48,4,36,calibration_only,0.6666666666666667
7,riemann,transfer_plus_cal,4,0,48,10,48,4,36,calibration_only,0.6666666666666667
7,riemann,transfer_plus_cal,4,0,48,25,48,4,36,calibration_only,0.6944444444444444
7,riemann,transfer_plus_cal,4,0,48,50,48,4,36,calibration_only,0.6666666666666667
7,riemann,transfer_plus_cal,4,0,48,100,48,4,36,calibration_only,0.6388888888888888
7,riemann,transfer_only,4,0,96,none,96,0,36,none,0.5555555555555556
7,riemann,transfer_plus_cal,4,0,96,1,96,4,36,calibration_only,0.6388888888888888
7,riemann,transfer_plus_cal,4,0,96,5,96,4,36,calibration_only,0.6111111111111112
7,riemann,transfer_plus_cal,4,0,96,10,96,4,36,calibration_only,0.6111111111111112
7,riemann,transfer_plus_cal,4,0,96,25,96,4,36,calibration_only,0.6388888888888888
7,riemann,transfer_plus_cal,4,0,96,50,96,4,36,calibration_only,0.6388888888888888
7,riemann,transfer_plus_cal,4,0,96,100,96,4,36,calibration_only,0.6388888888888888
7,riemann,transfer_only,4,0,200,none,200,0,36,none,0.4166666666666667
7,riemann,transfer_plus_cal,4,0,200,1,200,4,36,calibration_only,0.5277777777777778
7,riemann,transfer_plus_cal,4,0,200,5,200,4,36,calibration_only,0.5277777777777778
7,riemann,transfer_plus_cal,4,0,200,10,200,4,36,calibration_only,0.5277777777777778
7,riemann,transfer_plus_cal,4,0,200,25,200,4,36,calibration_only,0.5277777777777778
7,riemann,transfer_plus_cal,4,0,200,50,200,4,36,calibration_only,0.5277777777777778
7,riemann,transfer_plus_cal,4,0,200,100,200,4,36,calibration_only,0.5555555555555556
7,riemann,transfer_only,4,0,all,none,1960,0,36,none,0.4722222222222222
7,riemann,transfer_plus_cal,4,0,all,1,1960,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_plus_cal,4,0,all,5,1960,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_plus_cal,4,0,all,10,1960,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_plus_cal,4,0,all,25,1960,4,36,calibration_only,0.5277777777777778
7,riemann,transfer_plus_cal,4,0,all,50,1960,4,36,calibration_only,0.5833333333333334
7,riemann,transfer_plus_cal,4,0,all,100,1960,4,36,calibration_only,0.5833333333333334
7,sjepa,within_only,4,0,none,none,0,4,36,calibration_only,0.3888888888888889
7,sjepa,transfer_only,4,0,24,none,24,0,36,none,0.5555555555555556
7,sjepa,transfer_plus_cal,4,0,24,1,24,4,36,calibration_only,0.6944444444444444
7,sjepa,transfer_plus_cal,4,0,24,5,24,4,36,calibration_only,0.7222222222222222
7,sjepa,transfer_plus_cal,4,0,24,10,24,4,36,calibration_only,0.6944444444444444
7,sjepa,transfer_plus_cal,4,0,24,25,24,4,36,calibration_only,0.6666666666666667
7,sjepa,transfer_plus_cal,4,0,24,50,24,4,36,calibration_only,0.6666666666666667
7,sjepa,transfer_plus_cal,4,0,24,100,24,4,36,calibration_only,0.6666666666666667
7,sjepa,transfer_only,4,0,48,none,48,0,36,none,0.5555555555555556
7,sjepa,transfer_plus_cal,4,0,48,1,48,4,36,calibration_only,0.4444444444444444
7,sjepa,transfer_plus_cal,4,0,48,5,48,4,36,calibration_only,0.4722222222222222
7,sjepa,transfer_plus_cal,4,0,48,10,48,4,36,calibration_only,0.4444444444444444
7,sjepa,transfer_plus_cal,4,0,48,25,48,4,36,calibration_only,0.4722222222222222
7,sjepa,transfer_plus_cal,4,0,48,50,48,4,36,calibration_only,0.5
7,sjepa,transfer_plus_cal,4,0,48,100,48,4,36,calibration_only,0.5
7,sjepa,transfer_only,4,0,96,none,96,0,36,none,0.3888888888888889
7,sjepa,transfer_plus_cal,4,0,96,1,96,4,36,calibration_only,0.33333333333333337
7,sjepa,transfer_plus_cal,4,0,96,5,96,4,36,calibration_only,0.33333333333333337
7,sjepa,transfer_plus_cal,4,0,96,10,96,4,36,calibration_only,0.33333333333333337
7,sjepa,transfer_plus_cal,4,0,96,25,96,4,36,calibration_only,0.3611111111111111
7,sjepa,transfer_plus_cal,4,0,96,50,96,4,36,calibration_only,0.3611111111111111
7,sjepa,transfer_plus_cal,4,0,96,100,96,4,36,calibration_only,0.3888888888888889
7,sjepa,transfer_only,4,0,200,none,200,0,36,none,0.4444444444444444
7,sjepa,transfer_plus_cal,4,0,200,1,200,4,36,calibration_only,0.41666666666666663
7,sjepa,transfer_plus_cal,4,0,200,5,200,4,36,calibration_only,0.41666666666666663
7,sjepa,transfer_plus_cal,4,0,200,10,200,4,36,calibration_only,0.3611111111111111
7,sjepa,transfer_plus_cal,4,0,200,25,200,4,36,calibration_only,0.41666666666666663
7,sjepa,transfer_plus_cal,4,0,200,50,200,4,36,calibration_only,0.4444444444444444
7,sjepa,transfer_plus_cal,4,0,200,100,200,4,36,calibration_only,0.4722222222222222
7,sjepa,transfer_only,4,0,all,none,1960,0,36,none,0.41666666666666663
7,sjepa,transfer_plus_cal,4,0,all,1,1960,4,36,calibration_only,0.5
7,sjepa,transfer_plus_cal,4,0,all,5,1960,4,36,calibration_only,0.5
7,sjepa,transfer_plus_cal,4,0,all,10,1960,4,36,calibration_only,0.5
7,sjepa,transfer_plus_cal,4,0,all,25,1960,4,36,calibration_only,0.4722222222222222
7,sjepa,transfer_plus_cal,4,0,all,50,1960,4,36,calibration_only,0.5
7,sjepa,transfer_plus_cal,4,0,all,100,1960,4,36,calibration_only,0.5
7,fusion,within_only,4,0,none,none,0,4,36,calibration_only,0.611111111111111
7,fusion,transfer_only,4,0,24,none,24,0,36,none,0.5
7,fusion,transfer_plus_cal,4,0,24,1,24,4,36,calibration_only,0.5
7,fusion,transfer_plus_cal,4,0,24,5,24,4,36,calibration_only,0.5555555555555556
7,fusion,transfer_plus_cal,4,0,24,10,24,4,36,calibration_only,0.5555555555555556
7,fusion,transfer_plus_cal,4,0,24,25,24,4,36,calibration_only,0.5277777777777778
7,fusion,transfer_plus_cal,4,0,24,50,24,4,36,calibration_only,0.5277777777777778
7,fusion,transfer_plus_cal,4,0,24,100,24,4,36,calibration_only,0.5277777777777778
7,fusion,transfer_only,4,0,48,none,48,0,36,none,0.5833333333333334
7,fusion,transfer_plus_cal,4,0,48,1,48,4,36,calibration_only,0.5833333333333334
7,fusion,transfer_plus_cal,4,0,48,5,48,4,36,calibration_only,0.6388888888888888
7,fusion,transfer_plus_cal,4,0,48,10,48,4,36,calibration_only,0.6388888888888888
7,fusion,transfer_plus_cal,4,0,48,25,48,4,36,calibration_only,0.6388888888888888
7,fusion,transfer_plus_cal,4,0,48,50,48,4,36,calibration_only,0.6388888888888888
7,fusion,transfer_plus_cal,4,0,48,100,48,4,36,calibration_only,0.6388888888888888
7,fusion,transfer_only,4,0,96,none,96,0,36,none,0.3333333333333333
7,fusion,transfer_plus_cal,4,0,96,1,96,4,36,calibration_only,0.5833333333333334
7,fusion,transfer_plus_cal,4,0,96,5,96,4,36,calibration_only,0.5555555555555556
7,fusion,transfer_plus_cal,4,0,96,10,96,4,36,calibration_only,0.5555555555555556
7,fusion,transfer_plus_cal,4,0,96,25,96,4,36,calibration_only,0.5555555555555556
7,fusion,transfer_plus_cal,4,0,96,50,96,4,36,calibration_only,0.5833333333333334
7,fusion,transfer_plus_cal,4,0,96,100,96,4,36,calibration_only,0.5555555555555556
7,fusion,transfer_only,4,0,200,none,200,0,36,none,0.4444444444444444
7,fusion,transfer_plus_cal,4,0,200,1,200,4,36,calibration_only,0.5
7,fusion,transfer_plus_cal,4,0,200,5,200,4,36,calibration_only,0.5
7,fusion,transfer_plus_cal,4,0,200,10,200,4,36,calibration_only,0.5
7,fusion,transfer_plus_cal,4,0,200,25,200,4,36,calibration_only,0.5
7,fusion,transfer_plus_cal,4,0,200,50,200,4,36,calibration_only,0.5277777777777778
7,fusion,transfer_plus_cal,4,0,200,100,200,4,36,calibration_only,0.5555555555555556
7,fusion,transfer_only,4,0,all,none,1960,0,36,none,0.5277777777777778
7,fusion,transfer_plus_cal,4,0,all,1,1960,4,36,calibration_only,0.5555555555555556
7,fusion,transfer_plus_cal,4,0,all,5,1960,4,36,calibration_only,0.4722222222222222
7,fusion,transfer_plus_cal,4,0,all,10,1960,4,36,calibration_only,0.4444444444444444
7,fusion,transfer_plus_cal,4,0,all,25,1960,4,36,calibration_only,0.4722222222222222
7,fusion,transfer_plus_cal,4,0,all,50,1960,4,36,calibration_only,0.4722222222222222
7,fusion,transfer_plus_cal,4,0,all,100,1960,4,36,calibration_only,0.5277777777777778
7,riemann,within_only,4,1,none,none,0,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_only,4,1,24,none,24,0,36,none,0.5555555555555556
7,riemann,transfer_plus_cal,4,1,24,1,24,4,36,calibration_only,0.5
7,riemann,transfer_plus_cal,4,1,24,5,24,4,36,calibration_only,0.4444444444444445
7,riemann,transfer_plus_cal,4,1,24,10,24,4,36,calibration_only,0.4444444444444445
7,riemann,transfer_plus_cal,4,1,24,25,24,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_plus_cal,4,1,24,50,24,4,36,calibration_only,0.4444444444444444
7,riemann,transfer_plus_cal,4,1,24,100,24,4,36,calibration_only,0.4444444444444444
7,riemann,transfer_only,4,1,48,none,48,0,36,none,0.3055555555555556
7,riemann,transfer_plus_cal,4,1,48,1,48,4,36,calibration_only,0.5
7,riemann,transfer_plus_cal,4,1,48,5,48,4,36,calibration_only,0.5
7,riemann,transfer_plus_cal,4,1,48,10,48,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_plus_cal,4,1,48,25,48,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_plus_cal,4,1,48,50,48,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_plus_cal,4,1,48,100,48,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_only,4,1,96,none,96,0,36,none,0.41666666666666663
7,riemann,transfer_plus_cal,4,1,96,1,96,4,36,calibration_only,0.5555555555555556
7,riemann,transfer_plus_cal,4,1,96,5,96,4,36,calibration_only,0.5277777777777778
7,riemann,transfer_plus_cal,4,1,96,10,96,4,36,calibration_only,0.5277777777777778
7,riemann,transfer_plus_cal,4,1,96,25,96,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_plus_cal,4,1,96,50,96,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_plus_cal,4,1,96,100,96,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_only,4,1,200,none,200,0,36,none,0.5555555555555556
7,riemann,transfer_plus_cal,4,1,200,1,200,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_plus_cal,4,1,200,5,200,4,36,calibration_only,0.5833333333333333
7,riemann,transfer_plus_cal,4,1,200,10,200,4,36,calibration_only,0.5833333333333333
7,riemann,transfer_plus_cal,4,1,200,25,200,4,36,calibration_only,0.6111111111111112
7,riemann,transfer_plus_cal,4,1,200,50,200,4,36,calibration_only,0.5833333333333333
7,riemann,transfer_plus_cal,4,1,200,100,200,4,36,calibration_only,0.5555555555555556
7,riemann,transfer_only,4,1,all,none,1960,0,36,none,0.4722222222222222
7,riemann,transfer_plus_cal,4,1,all,1,1960,4,36,calibration_only,0.3888888888888889
7,riemann,transfer_plus_cal,4,1,all,5,1960,4,36,calibration_only,0.4444444444444445
7,riemann,transfer_plus_cal,4,1,all,10,1960,4,36,calibration_only,0.4444444444444445
7,riemann,transfer_plus_cal,4,1,all,25,1960,4,36,calibration_only,0.4444444444444445
7,riemann,transfer_plus_cal,4,1,all,50,1960,4,36,calibration_only,0.4722222222222222
7,riemann,transfer_plus_cal,4,1,all,100,1960,4,36,calibration_only,0.4722222222222222
7,sjepa,within_only,4,1,none,none,0,4,36,calibration_only,0.5555555555555556
7,sjepa,transfer_only,4,1,24,none,24,0,36,none,0.41666666666666663
7,sjepa,transfer_plus_cal,4,1,24,1,24,4,36,calibration_only,0.3888888888888889
7,sjepa,transfer_plus_cal,4,1,24,5,24,4,36,calibration_only,0.3611111111111111
7,sjepa,transfer_plus_cal,4,1,24,10,24,4,36,calibration_only,0.3611111111111111
7,sjepa,transfer_plus_cal,4,1,24,25,24,4,36,calibration_only,0.33333333333333337
7,sjepa,transfer_plus_cal,4,1,24,50,24,4,36,calibration_only,0.3611111111111111
7,sjepa,transfer_plus_cal,4,1,24,100,24,4,36,calibration_only,0.3611111111111111
7,sjepa,transfer_only,4,1,48,none,48,0,36,none,0.4166666666666667
7,sjepa,transfer_plus_cal,4,1,48,1,48,4,36,calibration_only,0.4166666666666667
7,sjepa,transfer_plus_cal,4,1,48,5,48,4,36,calibration_only,0.3888888888888889
7,sjepa,transfer_plus_cal,4,1,48,10,48,4,36,calibration_only,0.3888888888888889
7,sjepa,transfer_plus_cal,4,1,48,25,48,4,36,calibration_only,0.4444444444444444
7,sjepa,transfer_plus_cal,4,1,48,50,48,4,36,calibration_only,0.4722222222222222
7,sjepa,transfer_plus_cal,4,1,48,100,48,4,36,calibration_only,0.4722222222222222
7,sjepa,transfer_only,4,1,96,none,96,0,36,none,0.2777777777777778
7,sjepa,transfer_plus_cal,4,1,96,1,96,4,36,calibration_only,0.5
7,sjepa,transfer_plus_cal,4,1,96,5,96,4,36,calibration_only,0.5
7,sjepa,transfer_plus_cal,4,1,96,10,96,4,36,calibration_only,0.5
7,sjepa,transfer_plus_cal,4,1,96,25,96,4,36,calibration_only,0.5
7,sjepa,transfer_plus_cal,4,1,96,50,96,4,36,calibration_only,0.4722222222222222
7,sjepa,transfer_plus_cal,4,1,96,100,96,4,36,calibration_only,0.4722222222222222
7,sjepa,transfer_only,4,1,200,none,200,0,36,none,0.4444444444444444
7,sjepa,transfer_plus_cal,4,1,200,1,200,4,36,calibration_only,0.5555555555555556
7,sjepa,transfer_plus_cal,4,1,200,5,200,4,36,calibration_only,0.5277777777777778
7,sjepa,transfer_plus_cal,4,1,200,10,200,4,36,calibration_only,0.5277777777777778
7,sjepa,transfer_plus_cal,4,1,200,25,200,4,36,calibration_only,0.5
7,sjepa,transfer_plus_cal,4,1,200,50,200,4,36,calibration_only,0.4722222222222222
7,sjepa,transfer_plus_cal,4,1,200,100,200,4,36,calibration_only,0.4722222222222222
7,sjepa,transfer_only,4,1,all,none,1960,0,36,none,0.41666666666666663
7,sjepa,transfer_plus_cal,4,1,all,1,1960,4,36,calibration_only,0.4444444444444444
7,sjepa,transfer_plus_cal,4,1,all,5,1960,4,36,calibration_only,0.38888888888888884
7,sjepa,transfer_plus_cal,4,1,all,10,1960,4,36,calibration_only,0.3888888888888889
7,sjepa,transfer_plus_cal,4,1,all,25,1960,4,36,calibration_only,0.4444444444444444
7,sjepa,transfer_plus_cal,4,1,all,50,1960,4,36,calibration_only,0.5277777777777778
7,sjepa,transfer_plus_cal,4,1,all,100,1960,4,36,calibration_only,0.5555555555555556
7,fusion,within_only,4,1,none,none,0,4,36,calibration_only,0.4444444444444444
7,fusion,transfer_only,4,1,24,none,24,0,36,none,0.5833333333333334
7,fusion,transfer_plus_cal,4,1,24,1,24,4,36,calibration_only,0.6666666666666667
7,fusion,transfer_plus_cal,4,1,24,5,24,4,36,calibration_only,0.5833333333333334
7,fusion,transfer_plus_cal,4,1,24,10,24,4,36,calibration_only,0.5833333333333334
7,fusion,transfer_plus_cal,4,1,24,25,24,4,36,calibration_only,0.5833333333333334
7,fusion,transfer_plus_cal,4,1,24,50,24,4,36,calibration_only,0.5833333333333334
7,fusion,transfer_plus_cal,4,1,24,100,24,4,36,calibration_only,0.5555555555555556
7,fusion,transfer_only,4,1,48,none,48,0,36,none,0.3333333333333333
7,fusion,transfer_plus_cal,4,1,48,1,48,4,36,calibration_only,0.4444444444444444
7,fusion,transfer_plus_cal,4,1,48,5,48,4,36,calibration_only,0.5
7,fusion,transfer_plus_cal,4,1,48,10,48,4,36,calibration_only,0.5
7,fusion,transfer_plus_cal,4,1,48,25,48,4,36,calibration_only,0.5
7,fusion,transfer_plus_cal,4,1,48,50,48,4,36,calibration_only,0.5
7,fusion,transfer_plus_cal,4,1,48,100,48,4,36,calibration_only,0.5
7,fusion,transfer_only,4,1,96,none,96,0,36,none,0.3611111111111111
7,fusion,transfer_plus_cal,4,1,96,1,96,4,36,calibration_only,0.3888888888888889
7,fusion,transfer_plus_cal,4,1,96,5,96,4,36,calibration_only,0.4444444444444445
7,fusion,transfer_plus_cal,4,1,96,10,96,4,36,calibration_only,0.4444444444444445
7,fusion,transfer_plus_cal,4,1,96,25,96,4,36,calibration_only,0.4444444444444445
7,fusion,transfer_plus_cal,4,1,96,50,96,4,36,calibration_only,0.4722222222222222
7,fusion,transfer_plus_cal,4,1,96,100,96,4,36,calibration_only,0.4722222222222222
7,fusion,transfer_only,4,1,200,none,200,0,36,none,0.5555555555555556
