branch,strategy,K,source_cap,calibration_upweight,mean_balanced_accuracy,std_balanced_accuracy,n
fusion,transfer_plus_cal,8,all,5,0.5598958333333334,0.07639323573062917,60
fusion,transfer_plus_cal,8,all,50,0.5802083333333333,0.08901656871419904,60
fusion,transfer_plus_cal,12,200,1,0.5547619047619048,0.10814036597150085,60
fusion,transfer_plus_cal,12,200,10,0.5720238095238095,0.11110348421112196,60
fusion,transfer_plus_cal,12,200,100,0.5886904761904762,0.1093382160889826,60
fusion,transfer_plus_cal,12,200,25,0.575,0.11016716332052856,60
fusion,transfer_plus_cal,12,200,5,0.5654761904761905,0.11006245410041422,60
fusion,transfer_plus_cal,12,200,50,0.5839285714285715,0.11038770861098286,60
fusion,transfer_plus_cal,12,24,1,0.613095238095238,0.09509927332005505,60
fusion,transfer_plus_cal,12,24,10,0.6267857142857143,0.1046780655426052,60
fusion,transfer_plus_cal,12,24,100,0.636904761904762,0.11045460185378926,60
fusion,transfer_plus_cal,12,24,25,0.6303571428571428,0.1066017409130199,60
fusion,transfer_plus_cal,12,24,5,0.6261904761904762,0.09829633743292197,60
fusion,transfer_plus_cal,12,24,50,0.6345238095238095,0.10832013950823335,60
fusion,transfer_plus_cal,12,48,1,0.5702380952380952,0.10824027702047175,60
fusion,transfer_plus_cal,12,48,10,0.5904761904761905,0.11454772226308167,60
fusion,transfer_plus_cal,12,48,100,0.6083333333333333,0.12613488046938096,60
fusion,transfer_plus_cal,12,48,25,0.6005952380952381,0.1189956504809776,60
fusion,transfer_plus_cal,12,48,5,0.5863095238095238,0.111064560851082,60
fusion,transfer_plus_cal,12,48,50,0.6029761904761906,0.12108476943123894,60
fusion,transfer_plus_cal,12,96,1,0.5559523809523809,0.09936817578836049,60
fusion,transfer_plus_cal,12,96,10,0.5785714285714286,0.10139975036418511,60
fusion,transfer_plus_cal,12,96,100,0.5851190476190475,0.11180178749189579,60
fusion,transfer_plus_cal,12,96,25,0.5779761904761905,0.10530950962181779,60
fusion,transfer_plus_cal,12,96,5,0.5732142857142858,0.09718117211918506,60
fusion,transfer_plus_cal,12,96,50,0.5833333333333334,0.10616312890495835,60
fusion,transfer_plus_cal,12,all,1,0.5488095238095239,0.06832439697130142,60
fusion,transfer_plus_cal,12,all,10,0.5809523809523809,0.08417367144268798,60
fusion,transfer_plus_cal,12,all,100,0.5958333333333333,0.0958521617866517,60
fusion,transfer_plus_cal,12,all,25,0.5875,0.09121404348840897,60
fusion,transfer_plus_cal,12,all,5,0.5714285714285714,0.08239119214913987,60
fusion,transfer_plus_cal,12,all,50,0.5886904761904762,0.09961263322389265,60
fusion,transfer_plus_cal,16,200,1,0.5680555555555556,0.10902286715103865,60
fusion,transfer_plus_cal,16,200,10,0.5986111111111111,0.11658761109522489,60
fusion,transfer_plus_cal,16,200,100,0.6166666666666667,0.12269532642353184,60
fusion,transfer_plus_cal,16,200,25,0.6,0.11839916208284965,60
fusion,transfer_plus_cal,16,200,5,0.59375,0.11850473978776431,60
fusion,transfer_plus_cal,16,200,50,0.6055555555555556,0.11671373814998874,60
fusion,transfer_plus_cal,16,24,1,0.6430555555555556,0.11769289038406455,60
fusion,transfer_plus_cal,16,24,10,0.6611111111111111,0.1259303108427501,60
fusion,transfer_plus_cal,16,24,100,0.66875,0.13073586639032395,60
fusion,transfer_plus_cal,16,24,25,0.6659722222222223,0.12939351927796164,60
fusion,transfer_plus_cal,16,24,5,0.6555555555555556,0.1262570192215043,60
fusion,transfer_plus_cal,16,24,50,0.6645833333333333,0.1291507188988524,60
fusion,transfer_plus_cal,16,48,1,0.60625,0.11337803413904919,60
fusion,transfer_plus_cal,16,48,10,0.6236111111111111,0.12557932295084837,60
fusion,transfer_plus_cal,16,48,100,0.638888888888889,0.13011354836323177,60
fusion,transfer_plus_cal,16,48,25,0.6284722222222222,0.12866374358768962,60
fusion,transfer_plus_cal,16,48,5,0.6159722222222223,0.12156089809644302,60
fusion,transfer_plus_cal,16,48,50,0.6375,0.1291222358429299,60
fusion,transfer_plus_cal,16,96,1,0.601388888888889,0.11362216712098058,60
fusion,transfer_plus_cal,16,96,10,0.6201388888888889,0.11224774676630146,60
fusion,transfer_plus_cal,16,96,100,0.6305555555555556,0.12380945913783213,60
fusion,transfer_plus_cal,16,96,25,0.6243055555555556,0.11570722992589925,60
fusion,transfer_plus_cal,16,96,5,0.6131944444444444,0.11380977110399837,60
fusion,transfer_plus_cal,16,96,50,0.6263888888888889,0.11933161578580707,60
fusion,transfer_plus_cal,16,all,1,0.5576388888888889,0.085112250942592,60
fusion,transfer_plus_cal,16,all,10,0.58125,0.08960344998150228,60
fusion,transfer_plus_cal,16,all,100,0.611111111111111,0.10703444130682023,60
fusion,transfer_plus_cal,16,all,25,0.5958333333333333,0.08857126042491437,60
fusion,transfer_plus_cal,16,all,5,0.570138888888889,0.08525042961860622,60
fusion,transfer_plus_cal,16,all,50,0.5986111111111111,0.0948803224102101,60
fusion,transfer_plus_cal,24,200,1,0.5947916666666667,0.10639737203914466,60
fusion,transfer_plus_cal,24,200,10,0.6145833333333334,0.1017372057781617,60
fusion,transfer_plus_cal,24,200,100,0.6229166666666667,0.10607017850631525,60
fusion,transfer_plus_cal,24,200,25,0.6208333333333333,0.10786513341042935,60
fusion,transfer_plus_cal,24,200,5,0.6072916666666667,0.1042601981219553,60
fusion,transfer_plus_cal,24,200,50,0.6260416666666667,0.10514547193465623,60
fusion,transfer_plus_cal,24,24,1,0.6604166666666667,0.13037524612540483,60
fusion,transfer_plus_cal,24,24,10,0.684375,0.13587493080783486,60
fusion,transfer_plus_cal,24,24,100,0.7020833333333333,0.14016422470447176,60
fusion,transfer_plus_cal,24,24,25,0.6864583333333333,0.13639369398871418,60
fusion,transfer_plus_cal,24,24,5,0.68125,0.13454057103430656,60
fusion,transfer_plus_cal,24,24,50,0.6927083333333334,0.1343394792757899,60
fusion,transfer_plus_cal,24,48,1,0.6427083333333333,0.1578170011804239,60
fusion,transfer_plus_cal,24,48,10,0.659375,0.15962457610471567,60
fusion,transfer_plus_cal,24,48,100,0.6739583333333333,0.16277342815223056,60
fusion,transfer_plus_cal,24,48,25,0.6625,0.16200217094172073,60
fusion,transfer_plus_cal,24,48,5,0.65625,0.160894941509638,60
fusion,transfer_plus_cal,24,48,50,0.66875,0.16122380223397434,60
fusion,transfer_plus_cal,24,96,1,0.6041666666666666,0.14676357866514045,60
fusion,transfer_plus_cal,24,96,10,0.6333333333333333,0.14576774150434255,60
fusion,transfer_plus_cal,24,96,100,0.6583333333333333,0.14068285846778442,60
fusion,transfer_plus_cal,24,96,25,0.6395833333333333,0.14617594943112353,60
fusion,transfer_plus_cal,24,96,5,0.6239583333333333,0.14163265003697834,60
fusion,transfer_plus_cal,24,96,50,0.6458333333333334,0.14585855310582338,60
fusion,transfer_plus_cal,24,all,1,0.5645833333333333,0.10975142046363368,60
fusion,transfer_plus_cal,24,all,10,0.596875,0.12887274057267448,60
fusion,transfer_plus_cal,24,all,100,0.6177083333333333,0.13522367821397815,60
fusion,transfer_plus_cal,24,all,25,0.6052083333333333,0.1363936939887142,60
fusion,transfer_plus_cal,24,all,5,0.58125,0.12409630964616399,60
fusion,transfer_plus_cal,24,all,50,0.6166666666666667,0.13042601859937156,60
fusion,within_only,4,none,none,0.5504629629629629,0.07747649250747209,60
fusion,within_only,8,none,none,0.6041666666666666,0.11459135821924388,60
fusion,within_only,12,none,none,0.6416666666666667,0.11235634331998547,60
fusion,within_only,16,none,none,0.663888888888889,0.12879517990926287,60
fusion,within_only,24,none,none,0.7177083333333333,0.14532422231133904,60
riemann,transfer_only,0,200,none,0.5083333333333333,0.06388991238024046,60
riemann,transfer_only,0,24,none,0.5016666666666667,0.04411720394149905,60
riemann,transfer_only,0,48,none,0.49041666666666667,0.05695144874473602,60
riemann,transfer_only,0,96,none,0.5004166666666666,0.06468497105376171,60
riemann,transfer_only,0,all,none,0.4791666666666667,0.07759175359526745,60
riemann,transfer_only,4,200,none,0.499537037037037,0.07077199379958247,60
riemann,transfer_only,4,24,none,0.500462962962963,0.03172998372512606,60
riemann,transfer_only,4,48,none,0.5069444444444444,0.06297553971359066,60
riemann,transfer_only,4,96,none,0.5083333333333333,0.04611389050684552,60
riemann,transfer_only,4,all,none,0.4810185185185185,0.07781336061670403,60
riemann,transfer_only,8,200,none,0.509375,0.06414673822903022,60
riemann,transfer_only,8,24,none,0.5041666666666667,0.0531909071070428,60
riemann,transfer_only,8,48,none,0.4890625,0.0494357060839324,60
riemann,transfer_only,8,96,none,0.5,0.06089028755593182,60
riemann,transfer_only,8,all,none,0.4864583333333333,0.07769834060498565,60
riemann,transfer_only,12,200,none,0.5041666666666667,0.09231347331245746,60
riemann,transfer_only,12,24,none,0.4851190476190476,0.055520113411242945,60
riemann,transfer_only,12,48,none,0.49047619047619045,0.06571147834126846,60
riemann,transfer_only,12,96,none,0.4928571428571429,0.06568954160944662,60
riemann,transfer_only,12,all,none,0.4779761904761905,0.07893150670718589,60
riemann,transfer_only,16,200,none,0.49236111111111114,0.07766440654471163,60
riemann,transfer_only,16,24,none,0.49930555555555556,0.07337844764494658,60
riemann,transfer_only,16,48,none,0.5048611111111111,0.06513587975253134,60
riemann,transfer_only,16,96,none,0.4986111111111111,0.06817099820936515,60
riemann,transfer_only,16,all,none,0.4881944444444445,0.09553708406629076,60
riemann,transfer_only,24,200,none,0.49375,0.08965269617921924,60
riemann,transfer_only,24,24,none,0.5,0.07719252839930794,60
riemann,transfer_only,24,48,none,0.490625,0.07261843774138907,60
riemann,transfer_only,24,96,none,0.5020833333333333,0.0670649297491609,60
riemann,transfer_only,24,all,none,0.48020833333333335,0.09169114015877336,60
riemann,transfer_plus_cal,4,200,1,0.512962962962963,0.07780915876665917,60
riemann,transfer_plus_cal,4,200,10,0.5222222222222223,0.07530366786422979,60
riemann,transfer_plus_cal,4,200,100,0.5222222222222223,0.07354645741150259,60
riemann,transfer_plus_cal,4,200,25,0.525,0.07884988824023133,60
riemann,transfer_plus_cal,4,200,5,0.5194444444444445,0.07659512478496551,60
riemann,transfer_plus_cal,4,200,50,0.5231481481481481,0.07396610147115394,60
riemann,transfer_plus_cal,4,24,1,0.5328703703703703,0.07611411232117839,60
riemann,transfer_plus_cal,4,24,10,0.5398148148148147,0.07257386988401612,60
riemann,transfer_plus_cal,4,24,100,0.5449074074074074,0.07673017693847509,60
riemann,transfer_plus_cal,4,24,25,0.5444444444444444,0.07414858148629827,60
riemann,transfer_plus_cal,4,24,5,0.5393518518518519,0.07416474754823732,60
riemann,transfer_plus_cal,4,24,50,0.5416666666666666,0.07611554415451317,60
riemann,transfer_plus_cal,4,48,1,0.5402777777777777,0.07913547969976016,60
riemann,transfer_plus_cal,4,48,10,0.549537037037037,0.08373907293440783,60
riemann,transfer_plus_cal,4,48,100,0.5523148148148148,0.08216246916865266,60
riemann,transfer_plus_cal,4,48,25,0.549537037037037,0.08710721283089862,60
riemann,transfer_plus_cal,4,48,5,0.5425925925925926,0.08285592480716401,60
riemann,transfer_plus_cal,4,48,50,0.548148148148148,0.08782119278835296,60
riemann,transfer_plus_cal,4,96,1,0.5402777777777777,0.08394704959308559,60
riemann,transfer_plus_cal,4,96,10,0.537962962962963,0.08723848413584222,60
riemann,transfer_plus_cal,4,96,100,0.5421296296296296,0.08716724710009169,60
riemann,transfer_plus_cal,4,96,25,0.538888888888889,0.08712347619685752,60
riemann,transfer_plus_cal,4,96,5,0.537962962962963,0.08842964384831035,60
riemann,transfer_plus_cal,4,96,50,0.5412037037037037,0.08791421651257875,60
riemann,transfer_plus_cal,4,all,1,0.5212962962962963,0.0643603473191198,60
riemann,transfer_plus_cal,4,all,10,0.5296296296296297,0.06897044764023771,60
riemann,transfer_plus_cal,4,all,100,0.5356481481481481,0.06957927901978152,60
riemann,transfer_plus_cal,4,all,25,0.5296296296296297,0.07338030415685827,60
riemann,transfer_plus_cal,4,all,5,0.5300925925925926,0.06475032663062331,60
riemann,transfer_plus_cal,4,all,50,0.5333333333333333,0.06895780527047886,60
riemann,transfer_plus_cal,8,200,1,0.5395833333333333,0.10160696820937315,60
riemann,transfer_plus_cal,8,200,10,0.5567708333333333,0.11029676159315763,60
riemann,transfer_plus_cal,8,200,100,0.565625,0.11502866720805303,60
riemann,transfer_plus_cal,8,200,25,0.5619791666666667,0.11311210401882274,60
riemann,transfer_plus_cal,8,200,5,0.5541666666666667,0.10914650264460157,60
riemann,transfer_plus_cal,8,200,50,0.5651041666666666,0.11395766843090925,60
riemann,transfer_plus_cal,8,24,1,0.5973958333333333,0.10453369308897108,60
riemann,transfer_plus_cal,8,24,10,0.6140625,0.10668607545989257,60
riemann,transfer_plus_cal,8,24,100,0.6255208333333333,0.11296567736266466,60
riemann,transfer_plus_cal,8,24,25,0.6151041666666667,0.10893778635489135,60
riemann,transfer_plus_cal,8,24,5,0.6140625,0.10496559792561247,60
riemann,transfer_plus_cal,8,24,50,0.6234375,0.11627736259894318,60
riemann,transfer_plus_cal,8,48,1,0.5526041666666667,0.08601410620006161,60
riemann,transfer_plus_cal,8,48,10,0.575,0.09699538037225956,60
riemann,transfer_plus_cal,8,48,100,0.5942708333333333,0.10268051788694421,60
riemann,transfer_plus_cal,8,48,25,0.5833333333333334,0.09741539861338988,60
riemann,transfer_plus_cal,8,48,5,0.5677083333333334,0.08990465956075064,60
riemann,transfer_plus_cal,8,48,50,0.5885416666666666,0.10311082123037452,60
riemann,transfer_plus_cal,8,96,1,0.5598958333333334,0.09047815884569792,60
riemann,transfer_plus_cal,8,96,10,0.58125,0.10295552972859161,60
riemann,transfer_plus_cal,8,96,100,0.5958333333333333,0.10746542276656004,60
riemann,transfer_plus_cal,8,96,25,0.5916666666666667,0.10823278689099755,60
riemann,transfer_plus_cal,8,96,5,0.5723958333333333,0.09653210684449066,60
riemann,transfer_plus_cal,8,96,50,0.5947916666666667,0.10670805219829854,60
riemann,transfer_plus_cal,8,all,1,0.5348958333333333,0.07785263256691369,60
riemann,transfer_plus_cal,8,all,10,0.5625,0.08668659456897644,60
riemann,transfer_plus_cal,8,all,100,0.5859375,0.10009016724129213,60
riemann,transfer_plus_cal,8,all,25,0.5739583333333333,0.09096620212682588,60
riemann,transfer_plus_cal,8,all,5,0.5510416666666667,0.08297282543029984,60
riemann,transfer_plus_cal,8,all,50,0.5770833333333333,0.09566661376206732,60
riemann,transfer_plus_cal,12,200,1,0.5547619047619048,0.11360014306979002,60
riemann,transfer_plus_cal,12,200,10,0.5672619047619047,0.11102562384529244,60
riemann,transfer_plus_cal,12,200,100,0.5767857142857142,0.11347796419115876,60
riemann,transfer_plus_cal,12,200,25,0.5702380952380952,0.10683301985440553,60
riemann,transfer_plus_cal,12,200,5,0.5654761904761905,0.11258700211428689,60
riemann,transfer_plus_cal,12,200,50,0.5732142857142858,0.11070061619901639,60
riemann,transfer_plus_cal,12,24,1,0.6375,0.11611449191846482,60
riemann,transfer_plus_cal,12,24,10,0.6523809523809524,0.11156466100288263,60
riemann,transfer_plus_cal,12,24,100,0.6476190476190475,0.10992487188430157,60
riemann,transfer_plus_cal,12,24,25,0.6535714285714286,0.11184206510435744,60
riemann,transfer_plus_cal,12,24,5,0.6476190476190475,0.11070875301857025,60
riemann,transfer_plus_cal,12,24,50,0.65,0.1136635607842534,60
riemann,transfer_plus_cal,12,48,1,0.5767857142857142,0.1231618567613901,60
riemann,transfer_plus_cal,12,48,10,0.5898809523809524,0.1257099635143701,60
riemann,transfer_plus_cal,12,48,100,0.6047619047619047,0.12782042343846312,60
riemann,transfer_plus_cal,12,48,25,0.5964285714285714,0.12738557239326817,60
riemann,transfer_plus_cal,12,48,5,0.5833333333333334,0.12778659210253893,60
riemann,transfer_plus_cal,12,48,50,0.5994047619047619,0.12937127896861905,60
riemann,transfer_plus_cal,12,96,1,0.5571428571428572,0.09350213688581546,60
riemann,transfer_plus_cal,12,96,10,0.5785714285714286,0.09858914814239148,60
riemann,transfer_plus_cal,12,96,100,0.5970238095238095,0.10786513341042935,60
riemann,transfer_plus_cal,12,96,25,0.5857142857142857,0.10212207072735906,60
riemann,transfer_plus_cal,12,96,5,0.5726190476190476,0.10079386263135522,60
riemann,transfer_plus_cal,12,96,50,0.5946428571428571,0.10940410432063294,60
riemann,transfer_plus_cal,12,all,1,0.5404761904761906,0.07793231889071192,60
riemann,transfer_plus_cal,12,all,10,0.5714285714285714,0.0847198161594233,60
riemann,transfer_plus_cal,12,all,100,0.5964285714285714,0.10086533244295283,60
riemann,transfer_plus_cal,12,all,25,0.5815476190476191,0.09324552477817079,60
riemann,transfer_plus_cal,12,all,5,0.5619047619047619,0.08022868846984602,60
riemann,transfer_plus_cal,12,all,50,0.5916666666666667,0.09716819448327661,60
riemann,transfer_plus_cal,16,200,1,0.5826388888888889,0.11023741357139251,60
riemann,transfer_plus_cal,16,200,10,0.59375,0.11750731235009965,60
riemann,transfer_plus_cal,16,200,100,0.6118055555555556,0.11313554178979437,60
riemann,transfer_plus_cal,16,200,25,0.5986111111111111,0.11834115780078222,60
riemann,transfer_plus_cal,16,200,5,0.5916666666666667,0.11527621785525921,60
riemann,transfer_plus_cal,16,200,50,0.6041666666666666,0.11570934916415566,60
riemann,transfer_plus_cal,16,24,1,0.6402777777777777,0.1382920320438049,60
riemann,transfer_plus_cal,16,24,10,0.6597222222222222,0.14314340545778373,60
riemann,transfer_plus_cal,16,24,100,0.6715277777777777,0.14435625386132853,60
riemann,transfer_plus_cal,16,24,25,0.6618055555555556,0.14658134770166498,60
riemann,transfer_plus_cal,16,24,5,0.6493055555555556,0.1385736771495384,60
riemann,transfer_plus_cal,16,24,50,0.6604166666666667,0.14612561509216657,60
riemann,transfer_plus_cal,16,48,1,0.607638888888889,0.11360274213002138,60
riemann,transfer_plus_cal,16,48,10,0.6236111111111111,0.12836035619325387,60
riemann,transfer_plus_cal,16,48,100,0.6444444444444444,0.14029886940316613,60
riemann,transfer_plus_cal,16,48,25,0.6361111111111111,0.13284397013699076,60
riemann,transfer_plus_cal,16,48,5,0.6152777777777777,0.1270701152398487,60
riemann,transfer_plus_cal,16,48,50,0.6458333333333334,0.13626283868051875,60
riemann,transfer_plus_cal,16,96,1,0.5958333333333333,0.12728606363712222,60
riemann,transfer_plus_cal,16,96,10,0.6180555555555556,0.13597460390258834,60
riemann,transfer_plus_cal,16,96,100,0.6347222222222223,0.132511295992453,60
riemann,transfer_plus_cal,16,96,25,0.6284722222222222,0.13182668945048726,60
riemann,transfer_plus_cal,16,96,5,0.6097222222222223,0.13330831921669092,60
riemann,transfer_plus_cal,16,96,50,0.6340277777777777,0.13178203901387361,60
riemann,transfer_plus_cal,16,all,1,0.5659722222222222,0.09559866461782092,60
riemann,transfer_plus_cal,16,all,10,0.5923611111111111,0.10878644557453263,60
riemann,transfer_plus_cal,16,all,100,0.617361111111111,0.11596126198533019,60
riemann,transfer_plus_cal,16,all,25,0.6041666666666666,0.10671322253782228,60
riemann,transfer_plus_cal,16,all,5,0.5881944444444444,0.10380351008921825,60
riemann,transfer_plus_cal,16,all,50,0.6118055555555556,0.11023741357139252,60
riemann,transfer_plus_cal,24,200,1,0.578125,0.12794465915029338,60
riemann,transfer_plus_cal,24,200,10,0.5979166666666667,0.12034041287843171,60
riemann,transfer_plus_cal,24,200,100,0.6177083333333333,0.1342408754487356,60
riemann,transfer_plus_cal,24,200,25,0.6020833333333333,0.11789481690518602,60
riemann,transfer_plus_cal,24,200,5,0.590625,0.11982121657151529,60
riemann,transfer_plus_cal,24,200,50,0.6072916666666667,0.1307428998515098,60
riemann,transfer_plus_cal,24,24,1,0.659375,0.1592092649388624,60
riemann,transfer_plus_cal,24,24,10,0.68125,0.16663576690962634,60
riemann,transfer_plus_cal,24,24,100,0.6739583333333333,0.16277342815223061,60
riemann,transfer_plus_cal,24,24,25,0.678125,0.17330634738050676,60
riemann,transfer_plus_cal,24,24,5,0.6770833333333334,0.1615793127036543,60
riemann,transfer_plus_cal,24,24,50,0.6739583333333333,0.1683716201494522,60
riemann,transfer_plus_cal,24,48,1,0.6364583333333333,0.17621087837642743,60
riemann,transfer_plus_cal,24,48,10,0.6520833333333333,0.17616390592687375,60
riemann,transfer_plus_cal,24,48,100,0.6552083333333333,0.1750800613875841,60
riemann,transfer_plus_cal,24,48,25,0.6572916666666667,0.1731789583762813,60
riemann,transfer_plus_cal,24,48,5,0.6427083333333333,0.174928733471049,60
riemann,transfer_plus_cal,24,48,50,0.6583333333333333,0.17582533384753993,60
riemann,transfer_plus_cal,24,96,1,0.584375,0.1530174085864366,60
riemann,transfer_plus_cal,24,96,10,0.6083333333333333,0.15129502178135015,60
riemann,transfer_plus_cal,24,96,100,0.63125,0.1467786151467808,60
riemann,transfer_plus_cal,24,96,25,0.6197916666666666,0.14972240674635479,60
riemann,transfer_plus_cal,24,96,5,0.6,0.15744248344465459,60
riemann,transfer_plus_cal,24,96,50,0.63125,0.14126209262770867,60
riemann,transfer_plus_cal,24,all,1,0.546875,0.11193655985514023,60
riemann,transfer_plus_cal,24,all,10,0.5958333333333333,0.13343701830117213,60
