subject_id,fold_id,classifier_name,accuracy,balanced_accuracy,collapse_ratio,collapse_flag,representation_layer,representation_pooling,feature_dim
4,2,linear_svm,0.25,0.25,0.5,False,final_layer_input,flatten,1024
4,2,ridge,0.25,0.25,0.5,False,final_layer_input,flatten,1024
4,2,lda,0.25,0.25,0.5,False,final_layer_input,flatten,1024
4,3,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
4,3,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
4,3,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
4,3,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
4,4,logistic_regression,0.625,0.625,0.875,False,final_layer_input,flatten,1024
4,4,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
4,4,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
4,4,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
4,5,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
4,5,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
4,5,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
4,5,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,1,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,1,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,1,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,1,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,2,logistic_regression,0.625,0.625,0.875,False,final_layer_input,flatten,1024
5,2,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
5,2,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
5,2,lda,0.625,0.625,0.875,False,final_layer_input,flatten,1024
5,3,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
5,3,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
5,3,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
5,3,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
5,4,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,4,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,4,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,4,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,5,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,5,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,5,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
5,5,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,1,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,1,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,1,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,1,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,2,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,2,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,2,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,2,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,3,logistic_regression,0.25,0.25,0.75,False,final_layer_input,flatten,1024
6,3,linear_svm,0.25,0.25,0.75,False,final_layer_input,flatten,1024
6,3,ridge,0.25,0.25,0.75,False,final_layer_input,flatten,1024
6,3,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
6,4,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,4,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,4,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,4,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
6,5,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
6,5,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
6,5,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
6,5,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
7,1,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
7,1,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
7,1,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
7,1,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
7,2,logistic_regression,0.75,0.75,0.75,False,final_layer_input,flatten,1024
7,2,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
7,2,ridge,0.875,0.875,0.625,False,final_layer_input,flatten,1024
7,2,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
7,3,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
7,3,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
7,3,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
7,3,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
7,4,logistic_regression,1.0,1.0,0.5,False,final_layer_input,flatten,1024
7,4,linear_svm,1.0,1.0,0.5,False,final_layer_input,flatten,1024
7,4,ridge,1.0,1.0,0.5,False,final_layer_input,flatten,1024
7,4,lda,1.0,1.0,0.5,False,final_layer_input,flatten,1024
7,5,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
7,5,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
7,5,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
7,5,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
8,1,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
8,1,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
8,1,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
8,1,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
8,2,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
8,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
8,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
8,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
8,3,logistic_regression,0.75,0.75,0.75,False,final_layer_input,flatten,1024
8,3,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
8,3,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
8,3,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
8,4,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
8,4,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
8,4,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
8,4,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
8,5,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
8,5,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
8,5,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
8,5,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
9,1,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
9,1,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
9,1,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
9,1,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
9,2,logistic_regression,0.25,0.25,0.5,False,final_layer_input,flatten,1024
9,2,linear_svm,0.25,0.25,0.5,False,final_layer_input,flatten,1024
9,2,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
9,2,lda,0.25,0.25,0.5,False,final_layer_input,flatten,1024
9,3,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
9,3,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
9,3,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
9,3,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
9,4,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
9,4,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
9,4,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
9,4,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
9,5,logistic_regression,0.25,0.25,0.5,False,final_layer_input,flatten,1024
9,5,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
9,5,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
9,5,lda,0.25,0.25,0.5,False,final_layer_input,flatten,1024
10,1,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
10,1,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
10,1,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
10,1,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
10,2,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
10,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
10,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
10,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
10,3,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
10,3,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
10,3,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
10,3,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
10,4,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
10,4,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
10,4,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
10,4,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
10,5,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
10,5,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
10,5,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
10,5,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
11,1,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,1,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,1,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,1,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,2,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,2,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,2,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,2,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,3,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
11,3,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
11,3,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
11,3,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
11,4,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,4,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,4,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,4,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
11,5,logistic_regression,0.375,0.375,0.875,False,final_layer_input,flatten,1024
11,5,linear_svm,0.375,0.375,0.875,False,final_layer_input,flatten,1024
11,5,ridge,0.375,0.375,0.875,False,final_layer_input,flatten,1024
11,5,lda,0.375,0.375,0.875,False,final_layer_input,flatten,1024
12,1,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
12,1,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
12,1,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
12,1,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
12,2,logistic_regression,0.875,0.875,0.625,False,final_layer_input,flatten,1024
12,2,linear_svm,0.875,0.875,0.625,False,final_layer_input,flatten,1024
12,2,ridge,0.875,0.875,0.625,False,final_layer_input,flatten,1024
12,2,lda,0.875,0.875,0.625,False,final_layer_input,flatten,1024
12,3,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
12,3,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
12,3,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
12,3,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
12,4,logistic_regression,0.5,0.5,1.0,True,final_layer_input,flatten,1024
12,4,linear_svm,0.5,0.5,1.0,True,final_layer_input,flatten,1024
12,4,ridge,0.5,0.5,1.0,True,final_layer_input,flatten,1024
12,4,lda,0.5,0.5,1.0,True,final_layer_input,flatten,1024
12,5,logistic_regression,0.375,0.375,0.875,False,final_layer_input,flatten,1024
12,5,linear_svm,0.375,0.375,0.875,False,final_layer_input,flatten,1024
12,5,ridge,0.375,0.375,0.875,False,final_layer_input,flatten,1024
12,5,lda,0.375,0.375,0.875,False,final_layer_input,flatten,1024
13,1,logistic_regression,0.875,0.875,0.625,False,final_layer_input,flatten,1024
13,1,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
13,1,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
13,1,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
13,2,logistic_regression,0.75,0.75,0.75,False,final_layer_input,flatten,1024
13,2,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
13,2,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
13,2,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
13,3,logistic_regression,0.875,0.875,0.625,False,final_layer_input,flatten,1024
13,3,linear_svm,0.875,0.875,0.625,False,final_layer_input,flatten,1024
13,3,ridge,0.875,0.875,0.625,False,final_layer_input,flatten,1024
13,3,lda,0.875,0.875,0.625,False,final_layer_input,flatten,1024
13,4,logistic_regression,0.875,0.875,0.625,False,final_layer_input,flatten,1024
13,4,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
13,4,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
13,4,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
13,5,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
13,5,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
13,5,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
13,5,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
14,1,logistic_regression,0.75,0.75,0.75,False,final_layer_input,flatten,1024
14,1,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
14,1,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
14,1,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
14,2,logistic_regression,0.25,0.25,0.5,False,final_layer_input,flatten,1024
14,2,linear_svm,0.25,0.25,0.5,False,final_layer_input,flatten,1024
14,2,ridge,0.25,0.25,0.5,False,final_layer_input,flatten,1024
14,2,lda,0.25,0.25,0.5,False,final_layer_input,flatten,1024
14,3,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
14,3,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
14,3,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
14,3,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
14,4,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
14,4,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
14,4,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
14,4,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
14,5,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
14,5,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
14,5,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
14,5,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
15,1,logistic_regression,0.75,0.75,0.75,False,final_layer_input,flatten,1024
15,1,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
15,1,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
15,1,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
15,2,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
15,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
15,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
15,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
15,3,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
15,3,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
15,3,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
15,3,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
15,4,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
15,4,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
15,4,ridge,0.75,0.75,0.5,False,final_layer_input,flatten,1024
15,4,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
15,5,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
15,5,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
15,5,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
15,5,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
16,1,logistic_regression,0.375,0.375,0.875,False,final_layer_input,flatten,1024
16,1,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
16,1,ridge,0.375,0.375,0.875,False,final_layer_input,flatten,1024
16,1,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
16,2,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
16,2,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
16,2,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
16,2,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
16,3,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
16,3,linear_svm,0.375,0.375,0.625,False,final_layer_input,flatten,1024
16,3,ridge,0.375,0.375,0.625,False,final_layer_input,flatten,1024
16,3,lda,0.375,0.375,0.625,False,final_layer_input,flatten,1024
16,4,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
16,4,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
16,4,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
16,4,lda,0.5,0.5,0.5,False,final_layer_input,flatten,1024
16,5,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
16,5,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
16,5,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
16,5,lda,0.5,0.5,0.75,False,final_layer_input,flatten,1024
17,1,logistic_regression,0.375,0.375,0.875,False,final_layer_input,flatten,1024
17,1,linear_svm,0.375,0.375,0.875,False,final_layer_input,flatten,1024
17,1,ridge,0.375,0.375,0.875,False,final_layer_input,flatten,1024
17,1,lda,0.375,0.375,0.875,False,final_layer_input,flatten,1024
17,2,logistic_regression,0.625,0.625,0.875,False,final_layer_input,flatten,1024
17,2,linear_svm,0.625,0.625,0.875,False,final_layer_input,flatten,1024
17,2,ridge,0.625,0.625,0.875,False,final_layer_input,flatten,1024
17,2,lda,0.625,0.625,0.875,False,final_layer_input,flatten,1024
17,3,logistic_regression,0.75,0.75,0.75,False,final_layer_input,flatten,1024
17,3,linear_svm,0.75,0.75,0.75,False,final_layer_input,flatten,1024
17,3,ridge,0.75,0.75,0.75,False,final_layer_input,flatten,1024
17,3,lda,0.75,0.75,0.75,False,final_layer_input,flatten,1024
17,4,logistic_regression,0.875,0.875,0.625,False,final_layer_input,flatten,1024
17,4,linear_svm,0.875,0.875,0.625,False,final_layer_input,flatten,1024
17,4,ridge,0.875,0.875,0.625,False,final_layer_input,flatten,1024
17,4,lda,0.875,0.875,0.625,False,final_layer_input,flatten,1024
17,5,logistic_regression,0.5,0.5,0.75,False,final_layer_input,flatten,1024
17,5,linear_svm,0.5,0.5,0.75,False,final_layer_input,flatten,1024
17,5,ridge,0.5,0.5,0.75,False,final_layer_input,flatten,1024
17,5,lda,0.625,0.625,0.875,False,final_layer_input,flatten,1024
18,1,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
18,1,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
18,1,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
18,1,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
18,2,logistic_regression,0.375,0.375,0.875,False,final_layer_input,flatten,1024
18,2,linear_svm,0.375,0.375,0.875,False,final_layer_input,flatten,1024
18,2,ridge,0.375,0.375,0.875,False,final_layer_input,flatten,1024
18,2,lda,0.375,0.375,0.875,False,final_layer_input,flatten,1024
18,3,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
18,3,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
18,3,ridge,0.5,0.5,0.5,False,final_layer_input,flatten,1024
18,3,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
18,4,logistic_regression,0.75,0.75,0.5,False,final_layer_input,flatten,1024
18,4,linear_svm,0.75,0.75,0.5,False,final_layer_input,flatten,1024
18,4,ridge,0.875,0.875,0.625,False,final_layer_input,flatten,1024
18,4,lda,0.75,0.75,0.5,False,final_layer_input,flatten,1024
18,5,logistic_regression,0.625,0.625,0.625,False,final_layer_input,flatten,1024
18,5,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
18,5,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
18,5,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
19,1,logistic_regression,0.375,0.375,0.875,False,final_layer_input,flatten,1024
19,1,linear_svm,0.375,0.375,0.875,False,final_layer_input,flatten,1024
19,1,ridge,0.375,0.375,0.875,False,final_layer_input,flatten,1024
19,1,lda,0.375,0.375,0.875,False,final_layer_input,flatten,1024
19,2,logistic_regression,0.25,0.25,0.75,False,final_layer_input,flatten,1024
19,2,linear_svm,0.25,0.25,0.75,False,final_layer_input,flatten,1024
19,2,ridge,0.25,0.25,0.75,False,final_layer_input,flatten,1024
19,2,lda,0.25,0.25,0.75,False,final_layer_input,flatten,1024
19,3,logistic_regression,0.5,0.5,0.5,False,final_layer_input,flatten,1024
19,3,linear_svm,0.625,0.625,0.625,False,final_layer_input,flatten,1024
19,3,ridge,0.625,0.625,0.625,False,final_layer_input,flatten,1024
19,3,lda,0.625,0.625,0.625,False,final_layer_input,flatten,1024
19,4,logistic_regression,0.375,0.375,0.625,False,final_layer_input,flatten,1024
19,4,linear_svm,0.5,0.5,0.5,False,final_layer_input,flatten,1024
