window_name,window_start_sample,window_stop_sample,method_name,subject_id,mean_accuracy,std_accuracy,mean_balanced_accuracy,mean_kappa_sklearn,n_repeats
0_4s,0,2000,FBCSP_SVM,6,38.125,9.969571761671165,38.125,-0.2375,10
0_4s,0,2000,FBCSP_SVM,7,63.125,21.740658913657608,63.125,0.2625,10
0_4s,0,2000,FBCSP_SVM,8,56.875,8.041774610674494,56.875,0.1375,10
0_4s,0,2000,FBCSP_SVM,9,57.5,5.743353646704259,57.5,0.15,10
0_4s,0,2000,FBCSP_SVM,10,58.125,8.359334436557868,58.125,0.1625,10
0_4s,0,2000,FBCSP_SVM,11,43.75,10.206207261596576,43.75,-0.125,10
0_4s,0,2000,FBCSP_SVM,12,52.5,7.905694150420949,52.5,0.05,10
0_4s,0,2000,FBCSP_SVM,13,46.25,11.858541225631422,46.25,-0.075,10
0_4s,0,2000,FBCSP_SVM,14,45.625,10.643366478704001,45.625,-0.0875,10
0_4s,0,2000,FBCSP_SVM,15,41.875,8.359334436557868,41.875,-0.1625,10
0_4s,0,2000,FBCSP_SVM,16,50.625,10.395812458228875,50.625,0.0125,10
0_4s,0,2000,FBCSP_SVM,17,53.125,12.586506222494345,53.125,0.0625,10
0_4s,0,2000,FBCSP_SVM,18,50.0,11.41088661469096,50.0,0.0,10
0_4s,0,2000,FBCSP_SVM,19,50.0,9.316949906249123,50.0,0.0,10
0_4s,0,2000,FBCSP_SVM,20,49.375,12.655285457072866,49.375,-0.0125,10
0_4s,0,2000,FBCSP_SVM,21,53.125,8.462540004829124,53.125,0.0625,10
0_4s,0,2000,FBCSP_SVM,22,53.125,15.934435979977453,53.125,0.0625,10
0_4s,0,2000,FBCSP_SVM,23,54.375,10.22744809052798,54.375,0.0875,10
0_4s,0,2000,FBCSP_SVM,24,43.125,12.993721774593896,43.125,-0.1375,10
0_4s,0,2000,FBCSP_SVM,25,57.5,10.944937947136415,57.5,0.15,10
0_4s,0,2000,FBCSP_SVM,26,50.0,8.838834764831844,50.0,0.0,10
0_4s,0,2000,FBCSP_SVM,27,43.75,12.5,43.75,-0.125,10
0_4s,0,2000,FBCSP_SVM,28,56.875,7.482618748361655,56.875,0.1375,10
0_4s,0,2000,FBCSP_SVM,29,43.125,11.199733379763012,43.125,-0.1375,10
0_4s,0,2000,FBCSP_SVM,30,65.0,11.102427162061856,65.0,0.3,10
0_4s,0,2000,FBCSP_SVM,31,40.0,17.480147469502526,40.0,-0.2,10
0_4s,0,2000,FBCSP_SVM,32,51.875,11.429888936954336,51.875,0.0375,10
0_4s,0,2000,FBCSP_SVM,33,43.125,7.482618748361654,43.125,-0.1375,10
0_4s,0,2000,FBCSP_SVM,34,43.125,12.993721774593896,43.125,-0.1375,10
0_4s,0,2000,FBCSP_SVM,35,54.375,9.340213238108289,54.375,0.0875,10
0_4s,0,2000,FBCSP_SVM,36,39.375,10.22744809052798,39.375,-0.2125,10
0_4s,0,2000,FBCSP_SVM,37,71.875,12.236812629657013,71.875,0.4375,10
0_4s,0,2000,FBCSP_SVM,38,63.75,12.0761472884912,63.75,0.275,10
0_4s,0,2000,FBCSP_SVM,39,41.25,9.409658158863511,41.25,-0.175,10
0_4s,0,2000,FBCSP_SVM,40,61.25,12.774758097296576,61.25,0.225,10
0_4s,0,2000,FBCSP_SVM,41,42.5,8.228507357554792,42.5,-0.15,10
0_4s,0,2000,FBCSP_SVM,42,52.5,12.219065248845983,52.5,0.05,10
0_4s,0,2000,FBCSP_SVM,43,44.375,11.58078509140608,44.375,-0.1125,10
0_4s,0,2000,FBCSP_SVM,44,62.5,12.5,62.5,0.25,10
0_4s,0,2000,FBCSP_SVM,45,51.25,11.711224435462663,51.25,0.025,10
0_4s,0,2000,FBCSP_SVM,46,47.5,7.905694150420948,47.5,-0.05,10
0_4s,0,2000,FBCSP_SVM,47,55.0,11.711224435462663,55.0,0.1,10
0_4s,0,2000,FBCSP_SVM,48,51.875,14.448784070333087,51.875,0.0375,10
0_4s,0,2000,FBCSP_SVM,49,53.75,9.860132971832694,53.75,0.075,10
0_4s,0,2000,FBCSP_SVM,50,74.375,6.215180787573456,74.375,0.4875,10
1_5s,500,2500,CSP_LDA,1,45.0,10.120798167909266,45.0,-0.1,10
1_5s,500,2500,CSP_LDA,2,34.375,11.876827344782686,34.375,-0.3125,10
1_5s,500,2500,CSP_LDA,3,55.0,12.430361575146915,55.0,0.1,10
1_5s,500,2500,CSP_LDA,4,38.75,5.743353646704259,38.75,-0.225,10
1_5s,500,2500,CSP_LDA,5,43.125,5.4724689735682075,43.125,-0.1375,10
1_5s,500,2500,CSP_LDA,6,45.0,9.223309842157773,45.0,-0.1,10
1_5s,500,2500,CSP_LDA,7,45.0,9.682458365518542,45.0,-0.1,10
1_5s,500,2500,CSP_LDA,8,45.0,9.682458365518542,45.0,-0.1,10
1_5s,500,2500,CSP_LDA,9,49.375,13.323564129432901,49.375,-0.0125,10
1_5s,500,2500,CSP_LDA,10,54.375,11.043631900582144,54.375,0.0875,10
1_5s,500,2500,CSP_LDA,11,64.375,13.192616832489636,64.375,0.2875,10
1_5s,500,2500,CSP_LDA,12,56.25,9.771699499632147,56.25,0.125,10
1_5s,500,2500,CSP_LDA,13,41.875,10.22744809052798,41.875,-0.1625,10
1_5s,500,2500,CSP_LDA,14,48.75,8.740073734751263,48.75,-0.025,10
1_5s,500,2500,CSP_LDA,15,45.0,9.223309842157773,45.0,-0.1,10
1_5s,500,2500,CSP_LDA,16,55.0,12.774758097296576,55.0,0.1,10
1_5s,500,2500,CSP_LDA,17,53.75,7.905694150420948,53.75,0.075,10
1_5s,500,2500,CSP_LDA,18,40.625,8.462540004829124,40.625,-0.1875,10
1_5s,500,2500,CSP_LDA,19,48.125,8.359334436557868,48.125,-0.0375,10
1_5s,500,2500,CSP_LDA,20,60.0,17.23006094011278,60.0,0.2,10
1_5s,500,2500,CSP_LDA,21,44.375,7.482618748361655,44.375,-0.1125,10
1_5s,500,2500,CSP_LDA,22,60.625,9.340213238108289,60.625,0.2125,10
1_5s,500,2500,CSP_LDA,23,66.875,9.340213238108289,66.875,0.3375,10
1_5s,500,2500,CSP_LDA,24,43.125,12.655285457072868,43.125,-0.1375,10
1_5s,500,2500,CSP_LDA,25,56.25,12.842529172852034,56.25,0.125,10
1_5s,500,2500,CSP_LDA,26,41.875,11.429888936954336,41.875,-0.1625,10
1_5s,500,2500,CSP_LDA,27,42.5,12.774758097296576,42.5,-0.15,10
1_5s,500,2500,CSP_LDA,28,68.75,12.147816447594376,68.75,0.375,10
1_5s,500,2500,CSP_LDA,29,55.0,13.437096247164249,55.0,0.1,10
1_5s,500,2500,CSP_LDA,30,62.5,13.819269959814168,62.5,0.25,10
1_5s,500,2500,CSP_LDA,31,37.5,11.41088661469096,37.5,-0.25,10
1_5s,500,2500,CSP_LDA,32,51.25,15.252504348102605,51.25,0.025,10
1_5s,500,2500,CSP_LDA,33,41.875,7.822909731466077,41.875,-0.1625,10
1_5s,500,2500,CSP_LDA,34,53.125,13.258252147247767,53.125,0.0625,10
1_5s,500,2500,CSP_LDA,35,40.625,13.89756673346493,40.625,-0.1875,10
1_5s,500,2500,CSP_LDA,36,41.25,5.270462766947299,41.25,-0.175,10
1_5s,500,2500,CSP_LDA,37,74.375,8.041774610674494,74.375,0.4875,10
1_5s,500,2500,CSP_LDA,38,59.375,11.876827344782686,59.375,0.1875,10
1_5s,500,2500,CSP_LDA,39,43.125,11.58078509140608,43.125,-0.1375,10
1_5s,500,2500,CSP_LDA,40,70.0,8.740073734751263,70.0,0.4,10
1_5s,500,2500,CSP_LDA,41,46.25,11.486707293408518,46.25,-0.075,10
1_5s,500,2500,CSP_LDA,42,43.75,12.147816447594376,43.75,-0.125,10
1_5s,500,2500,CSP_LDA,43,53.125,9.432692852226475,53.125,0.0625,10
1_5s,500,2500,CSP_LDA,44,53.75,11.486707293408518,53.75,0.075,10
1_5s,500,2500,CSP_LDA,45,49.375,11.19973337976301,49.375,-0.0125,10
1_5s,500,2500,CSP_LDA,46,52.5,19.80810720667452,52.5,0.05,10
1_5s,500,2500,CSP_LDA,47,51.25,14.67234738471584,51.25,0.025,10
1_5s,500,2500,CSP_LDA,48,42.5,10.120798167909268,42.5,-0.15,10
1_5s,500,2500,CSP_LDA,49,51.25,5.743353646704259,51.25,0.025,10
1_5s,500,2500,CSP_LDA,50,61.875,9.524274542218716,61.875,0.2375,10
1_5s,500,2500,FBCSP_SVM,1,46.25,11.102427162061856,46.25,-0.075,10
1_5s,500,2500,FBCSP_SVM,2,35.0,7.905694150420948,35.0,-0.3,10
1_5s,500,2500,FBCSP_SVM,3,51.25,13.110110602126895,51.25,0.025,10
1_5s,500,2500,FBCSP_SVM,4,36.875,6.878155841341325,36.875,-0.2625,10
1_5s,500,2500,FBCSP_SVM,5,47.5,8.936504412303007,47.5,-0.05,10
1_5s,500,2500,FBCSP_SVM,6,40.0,12.219065248845983,40.0,-0.2,10
1_5s,500,2500,FBCSP_SVM,7,61.875,11.19973337976301,61.875,0.2375,10
1_5s,500,2500,FBCSP_SVM,8,51.875,5.145453764678529,51.875,0.0375,10
1_5s,500,2500,FBCSP_SVM,9,57.5,10.944937947136413,57.5,0.15,10
1_5s,500,2500,FBCSP_SVM,10,53.125,13.89756673346493,53.125,0.0625,10
1_5s,500,2500,FBCSP_SVM,11,48.125,10.22744809052798,48.125,-0.0375,10
1_5s,500,2500,FBCSP_SVM,12,45.0,10.5409255338946,45.0,-0.1,10
1_5s,500,2500,FBCSP_SVM,13,45.0,9.223309842157773,45.0,-0.1,10
1_5s,500,2500,FBCSP_SVM,14,43.75,12.5,43.75,-0.125,10
1_5s,500,2500,FBCSP_SVM,15,48.75,8.740073734751263,48.75,-0.025,10
1_5s,500,2500,FBCSP_SVM,16,55.0,10.944937947136415,55.0,0.1,10
1_5s,500,2500,FBCSP_SVM,17,48.75,9.223309842157771,48.75,-0.025,10
1_5s,500,2500,FBCSP_SVM,18,44.375,13.323564129432901,44.375,-0.1125,10
1_5s,500,2500,FBCSP_SVM,19,48.125,7.822909731466079,48.125,-0.0375,10
1_5s,500,2500,FBCSP_SVM,20,60.0,9.409658158863513,60.0,0.2,10
1_5s,500,2500,FBCSP_SVM,21,43.125,11.949691999749987,43.125,-0.1375,10
1_5s,500,2500,FBCSP_SVM,22,65.0,7.33617369235792,65.0,0.3,10
1_5s,500,2500,FBCSP_SVM,23,54.375,8.359334436557868,54.375,0.0875,10
1_5s,500,2500,FBCSP_SVM,24,41.875,8.863353077576104,41.875,-0.1625,10
1_5s,500,2500,FBCSP_SVM,25,61.25,10.944937947136415,61.25,0.225,10
1_5s,500,2500,FBCSP_SVM,26,46.25,15.645819462932158,46.25,-0.075,10
1_5s,500,2500,FBCSP_SVM,27,40.0,7.33617369235792,40.0,-0.2,10
1_5s,500,2500,FBCSP_SVM,28,66.25,14.79019945774904,66.25,0.325,10
1_5s,500,2500,FBCSP_SVM,29,53.125,12.926743381240476,53.125,0.0625,10
1_5s,500,2500,FBCSP_SVM,30,67.5,13.110110602126895,67.5,0.35,10
1_5s,500,2500,FBCSP_SVM,31,40.0,6.718548123582124,40.0,-0.2,10
1_5s,500,2500,FBCSP_SVM,32,46.875,11.121956512532616,46.875,-0.0625,10
1_5s,500,2500,FBCSP_SVM,33,41.25,10.290907529357057,41.25,-0.175,10
1_5s,500,2500,FBCSP_SVM,34,51.875,12.165667767213694,51.875,0.0375,10
1_5s,500,2500,FBCSP_SVM,35,45.625,11.803512895179413,45.625,-0.0875,10
1_5s,500,2500,FBCSP_SVM,36,48.125,11.429888936954336,48.125,-0.0375,10
1_5s,500,2500,FBCSP_SVM,37,70.625,5.929270612815711,70.625,0.4125,10
1_5s,500,2500,FBCSP_SVM,38,58.75,9.860132971832693,58.75,0.175,10
1_5s,500,2500,FBCSP_SVM,39,45.625,12.165667767213694,45.625,-0.0875,10
1_5s,500,2500,FBCSP_SVM,40,70.0,12.076147288491198,70.0,0.4,10
1_5s,500,2500,FBCSP_SVM,41,38.125,9.969571761671165,38.125,-0.2375,10
1_5s,500,2500,FBCSP_SVM,42,46.875,6.750771560841521,46.875,-0.0625,10
1_5s,500,2500,FBCSP_SVM,43,43.75,15.309310892394864,43.75,-0.125,10
1_5s,500,2500,FBCSP_SVM,44,58.125,9.793882727952631,58.125,0.1625,10
1_5s,500,2500,FBCSP_SVM,45,54.375,10.643366478704001,54.375,0.0875,10
1_5s,500,2500,FBCSP_SVM,46,54.375,11.043631900582144,54.375,0.0875,10
1_5s,500,2500,FBCSP_SVM,47,53.75,7.905694150420948,53.75,0.075,10
1_5s,500,2500,FBCSP_SVM,48,48.125,10.643366478704001,48.125,-0.0375,10
1_5s,500,2500,FBCSP_SVM,49,47.5,12.219065248845983,47.5,-0.05,10
1_5s,500,2500,FBCSP_SVM,50,63.75,13.110110602126893,63.75,0.275,10
2_6s,1000,3000,CSP_LDA,1,47.5,11.858541225631422,47.5,-0.05,10
2_6s,1000,3000,CSP_LDA,2,42.5,12.0761472884912,42.5,-0.15,10
2_6s,1000,3000,CSP_LDA,3,55.625,6.215180787573456,55.625,0.1125,10
2_6s,1000,3000,CSP_LDA,4,39.375,13.192616832489636,39.375,-0.2125,10
2_6s,1000,3000,CSP_LDA,5,48.75,6.454972243679028,48.75,-0.025,10
2_6s,1000,3000,CSP_LDA,6,53.75,10.70436048222094,53.75,0.075,10
2_6s,1000,3000,CSP_LDA,7,66.875,12.165667767213694,66.875,0.3375,10
2_6s,1000,3000,CSP_LDA,8,46.25,7.33617369235792,46.25,-0.075,10
2_6s,1000,3000,CSP_LDA,9,51.25,13.437096247164249,51.25,0.025,10
2_6s,1000,3000,CSP_LDA,10,49.375,9.524274542218718,49.375,-0.0125,10
2_6s,1000,3000,CSP_LDA,11,58.125,16.41740692070462,58.125,0.1625,10
2_6s,1000,3000,CSP_LDA,12,48.75,10.944937947136415,48.75,-0.025,10
2_6s,1000,3000,CSP_LDA,13,51.25,10.944937947136415,51.25,0.025,10
2_6s,1000,3000,CSP_LDA,14,49.375,16.783445050935693,49.375,-0.0125,10
2_6s,1000,3000,CSP_LDA,15,51.25,10.540925533894598,51.25,0.025,10
2_6s,1000,3000,CSP_LDA,16,48.125,12.517349071499835,48.125,-0.0375,10
2_6s,1000,3000,CSP_LDA,17,60.0,8.936504412303007,60.0,0.2,10
2_6s,1000,3000,CSP_LDA,18,44.375,9.969571761671165,44.375,-0.1125,10
2_6s,1000,3000,CSP_LDA,19,47.5,10.70436048222094,47.5,-0.05,10
2_6s,1000,3000,CSP_LDA,20,59.375,9.882117688026186,59.375,0.1875,10
2_6s,1000,3000,CSP_LDA,21,51.875,13.192616832489636,51.875,0.0375,10
2_6s,1000,3000,CSP_LDA,22,67.5,11.711224435462663,67.5,0.35,10
2_6s,1000,3000,CSP_LDA,23,76.25,12.774758097296578,76.25,0.525,10
2_6s,1000,3000,CSP_LDA,24,45.0,8.228507357554792,45.0,-0.1,10
2_6s,1000,3000,CSP_LDA,25,48.75,8.22850735755479,48.75,-0.025,10
2_6s,1000,3000,CSP_LDA,26,48.125,10.643366478704,48.125,-0.0375,10
2_6s,1000,3000,CSP_LDA,27,43.75,14.433756729740644,43.75,-0.125,10
2_6s,1000,3000,CSP_LDA,28,71.875,10.311973892303818,71.875,0.4375,10
2_6s,1000,3000,CSP_LDA,29,47.5,6.718548123582124,47.5,-0.05,10
2_6s,1000,3000,CSP_LDA,30,60.625,5.929270612815712,60.625,0.2125,10
2_6s,1000,3000,CSP_LDA,31,46.875,12.236812629657011,46.875,-0.0625,10
2_6s,1000,3000,CSP_LDA,32,45.0,7.095577652469333,45.0,-0.1,10
2_6s,1000,3000,CSP_LDA,33,43.75,9.771699499632145,43.75,-0.125,10
2_6s,1000,3000,CSP_LDA,34,45.625,8.359334436557868,45.625,-0.0875,10
2_6s,1000,3000,CSP_LDA,35,45.0,10.944937947136415,45.0,-0.1,10
2_6s,1000,3000,CSP_LDA,36,46.875,13.89756673346493,46.875,-0.0625,10
2_6s,1000,3000,CSP_LDA,37,61.875,19.420868644035696,61.875,0.2375,10
2_6s,1000,3000,CSP_LDA,38,48.125,10.227448090527982,48.125,-0.0375,10
2_6s,1000,3000,CSP_LDA,39,42.5,12.774758097296576,42.5,-0.15,10
2_6s,1000,3000,CSP_LDA,40,71.875,9.432692852226474,71.875,0.4375,10
2_6s,1000,3000,CSP_LDA,41,40.625,13.581671677505522,40.625,-0.1875,10
2_6s,1000,3000,CSP_LDA,42,50.625,12.993721774593897,50.625,0.0125,10
2_6s,1000,3000,CSP_LDA,43,53.125,10.724614730194793,53.125,0.0625,10
2_6s,1000,3000,CSP_LDA,44,50.0,12.499999999999998,50.0,0.0,10
2_6s,1000,3000,CSP_LDA,45,58.75,11.102427162061856,58.75,0.175,10
2_6s,1000,3000,CSP_LDA,46,43.125,12.993721774593896,43.125,-0.1375,10
2_6s,1000,3000,CSP_LDA,47,48.75,12.430361575146913,48.75,-0.025,10
2_6s,1000,3000,CSP_LDA,48,38.125,9.524274542218718,38.125,-0.2375,10
2_6s,1000,3000,CSP_LDA,49,61.25,8.228507357554792,61.25,0.225,10
2_6s,1000,3000,CSP_LDA,50,53.125,9.882117688026185,53.125,0.0625,10
2_6s,1000,3000,FBCSP_SVM,1,49.375,12.993721774593896,49.375,-0.0125,10
2_6s,1000,3000,FBCSP_SVM,2,44.375,13.645435744844011,44.375,-0.1125,10
2_6s,1000,3000,FBCSP_SVM,3,46.875,6.073908223797188,46.875,-0.0625,10
2_6s,1000,3000,FBCSP_SVM,4,40.625,9.432692852226475,40.625,-0.1875,10
2_6s,1000,3000,FBCSP_SVM,5,43.125,12.307546239784942,43.125,-0.1375,10
2_6s,1000,3000,FBCSP_SVM,6,49.375,13.959887973125795,49.375,-0.0125,10
2_6s,1000,3000,FBCSP_SVM,7,63.75,9.223309842157773,63.75,0.275,10
2_6s,1000,3000,FBCSP_SVM,8,48.75,11.711224435462663,48.75,-0.025,10
2_6s,1000,3000,FBCSP_SVM,9,45.0,10.540925533894598,45.0,-0.1,10
2_6s,1000,3000,FBCSP_SVM,10,47.5,10.290907529357058,47.5,-0.05,10
2_6s,1000,3000,FBCSP_SVM,11,56.25,11.41088661469096,56.25,0.125,10
2_6s,1000,3000,FBCSP_SVM,12,55.0,11.334558757279536,55.0,0.1,10
2_6s,1000,3000,FBCSP_SVM,13,52.5,10.290907529357057,52.5,0.05,10
2_6s,1000,3000,FBCSP_SVM,14,41.25,9.860132971832694,41.25,-0.175,10
2_6s,1000,3000,FBCSP_SVM,15,51.25,12.774758097296578,51.25,0.025,10
2_6s,1000,3000,FBCSP_SVM,16,42.5,10.944937947136413,42.5,-0.15,10
2_6s,1000,3000,FBCSP_SVM,17,48.125,7.822909731466078,48.125,-0.0375,10
2_6s,1000,3000,FBCSP_SVM,18,50.0,12.5,50.0,0.0,10
2_6s,1000,3000,FBCSP_SVM,19,37.5,7.216878364870323,37.5,-0.25,10
2_6s,1000,3000,FBCSP_SVM,20,64.375,10.22744809052798,64.375,0.2875,10
2_6s,1000,3000,FBCSP_SVM,21,56.875,9.0571104663684,56.875,0.1375,10
2_6s,1000,3000,FBCSP_SVM,22,68.75,12.147816447594376,68.75,0.375,10
2_6s,1000,3000,FBCSP_SVM,23,63.75,11.334558757279536,63.75,0.275,10
2_6s,1000,3000,FBCSP_SVM,24,51.25,11.334558757279536,51.25,0.025,10
2_6s,1000,3000,FBCSP_SVM,25,55.625,12.993721774593896,55.625,0.1125,10
2_6s,1000,3000,FBCSP_SVM,26,51.875,12.859416135009138,51.875,0.0375,10
2_6s,1000,3000,FBCSP_SVM,27,44.375,10.80525206657495,44.375,-0.1125,10
2_6s,1000,3000,FBCSP_SVM,28,73.75,9.68245836551854,73.75,0.475,10
2_6s,1000,3000,FBCSP_SVM,29,42.5,8.228507357554792,42.5,-0.15,10
2_6s,1000,3000,FBCSP_SVM,30,58.75,11.858541225631422,58.75,0.175,10
2_6s,1000,3000,FBCSP_SVM,31,46.25,12.56925260749863,46.25,-0.075,10
2_6s,1000,3000,FBCSP_SVM,32,47.5,6.0380736442456,47.5,-0.05,10
2_6s,1000,3000,FBCSP_SVM,33,40.625,7.933096985274904,40.625,-0.1875,10
2_6s,1000,3000,FBCSP_SVM,34,48.75,10.120798167909266,48.75,-0.025,10
2_6s,1000,3000,FBCSP_SVM,35,40.0,7.336173692357923,40.0,-0.2,10
2_6s,1000,3000,FBCSP_SVM,36,46.875,12.926743381240476,46.875,-0.0625,10
2_6s,1000,3000,FBCSP_SVM,37,76.25,9.682458365518542,76.25,0.525,10
2_6s,1000,3000,FBCSP_SVM,38,55.0,9.682458365518542,55.0,0.1,10
2_6s,1000,3000,FBCSP_SVM,39,45.625,11.429888936954336,45.625,-0.0875,10
2_6s,1000,3000,FBCSP_SVM,40,74.375,10.805252066574951,74.375,0.4875,10
2_6s,1000,3000,FBCSP_SVM,41,38.125,9.969571761671165,38.125,-0.2375,10
2_6s,1000,3000,FBCSP_SVM,42,51.875,9.793882727952633,51.875,0.0375,10
2_6s,1000,3000,FBCSP_SVM,43,50.0,8.838834764831844,50.0,0.0,10
2_6s,1000,3000,FBCSP_SVM,44,59.375,12.23681262965701,59.375,0.1875,10
2_6s,1000,3000,FBCSP_SVM,45,54.375,11.429888936954336,54.375,0.0875,10
2_6s,1000,3000,FBCSP_SVM,46,43.75,11.41088661469096,43.75,-0.125,10
2_6s,1000,3000,FBCSP_SVM,47,46.875,12.586506222494346,46.875,-0.0625,10
2_6s,1000,3000,FBCSP_SVM,48,39.375,8.359334436557868,39.375,-0.2125,10
2_6s,1000,3000,FBCSP_SVM,49,53.75,9.860132971832693,53.75,0.075,10
2_6s,1000,3000,FBCSP_SVM,50,49.375,10.395812458228875,49.375,-0.0125,10
3_7s,1500,3500,CSP_LDA,1,47.5,9.860132971832693,47.5,-0.05,10
3_7s,1500,3500,CSP_LDA,2,39.375,5.929270612815712,39.375,-0.2125,10
3_7s,1500,3500,CSP_LDA,3,50.0,9.316949906249123,50.0,0.0,10
3_7s,1500,3500,CSP_LDA,4,44.375,14.267411390219943,44.375,-0.1125,10
3_7s,1500,3500,CSP_LDA,5,46.875,13.258252147247767,46.875,-0.0625,10
3_7s,1500,3500,CSP_LDA,6,55.0,12.430361575146916,55.0,0.1,10
3_7s,1500,3500,CSP_LDA,7,78.125,12.236812629657011,78.125,0.5625,10
3_7s,1500,3500,CSP_LDA,8,50.0,11.410886614690963,50.0,0.0,10
3_7s,1500,3500,CSP_LDA,9,54.375,7.246886304552535,54.375,0.0875,10
3_7s,1500,3500,CSP_LDA,10,50.625,10.395812458228873,50.625,0.0125,10
3_7s,1500,3500,CSP_LDA,11,62.5,13.501543121683042,62.5,0.25,10
3_7s,1500,3500,CSP_LDA,12,35.625,8.359334436557866,35.625,-0.2875,10
