method_name,model_name,subject_id,mean_accuracy,std_accuracy,mean_accuracy_percent,std_accuracy_percent,mean_balanced_accuracy,std_balanced_accuracy,mean_balanced_accuracy_percent,std_balanced_accuracy_percent,collapse_rate,mean_confidence,mean_normalized_prediction_entropy,n_folds
EEGNetv4__eegnet_preprocess,EEGNetv4,41,0.55,0.2091650066335189,55.0,20.91650066335189,0.55,0.2091650066335189,55.0,20.91650066335189,0.0,0.5132854059999999,0.996929516,5
EEGNetv4__eegnet_preprocess,EEGNetv4,42,0.55,0.11180339887498951,55.0,11.180339887498949,0.55,0.11180339887498951,55.0,11.180339887498949,0.0,0.627504622,0.88214459,5
EEGNetv4__eegnet_preprocess,EEGNetv4,45,0.55,0.11180339887498948,55.0,11.180339887498949,0.55,0.11180339887498948,55.0,11.180339887498949,0.6,0.6665298080000001,0.7942916520000001,5
EEGNetv4__eegnet_preprocess,EEGNetv4,29,0.55,0.16770509831248423,55.0,16.77050983124842,0.55,0.16770509831248423,55.0,16.77050983124842,0.0,0.7231081500000001,0.7388889479999999,5
EEGNetv4__eegnet_preprocess,EEGNetv4,15,0.55,0.14252192813739226,55.0,14.252192813739224,0.55,0.14252192813739226,55.0,14.252192813739224,0.0,0.556149656,0.964437732,5
EEGNetv4__eegnet_preprocess,EEGNetv4,48,0.55,0.06846531968814577,55.0,6.846531968814577,0.55,0.06846531968814577,55.0,6.846531968814577,0.4,0.524913636,0.9945693219999999,5
EEGNetv4__eegnet_preprocess,EEGNetv4,22,0.55,0.11180339887498947,55.0,11.180339887498949,0.55,0.11180339887498947,55.0,11.180339887498949,0.6,0.591086368,0.9161642139999999,5
EEGNetv4__eegnet_preprocess,EEGNetv4,2,0.55,0.14252192813739226,55.0,14.252192813739224,0.55,0.14252192813739226,55.0,14.252192813739224,0.2,0.5426372159999999,0.981881564,5
EEGNetv4__eegnet_preprocess,EEGNetv4,17,0.55,0.1895718861012888,55.0,18.957188610128878,0.55,0.1895718861012888,55.0,18.957188610128878,0.6,0.5060116499999999,0.999841202,5
EEGNetv4__eegnet_preprocess,EEGNetv4,25,0.525,0.18540496217739158,52.5,18.540496217739157,0.525,0.18540496217739158,52.5,18.540496217739157,0.4,0.529848856,0.986856604,5
EEGNetv4__eegnet_preprocess,EEGNetv4,27,0.525,0.13693063937629155,52.5,13.693063937629153,0.525,0.13693063937629155,52.5,13.693063937629153,0.4,0.62235537,0.883429464,5
EEGNetv4__eegnet_preprocess,EEGNetv4,3,0.525,0.055901699437494734,52.5,5.590169943749474,0.525,0.055901699437494734,52.5,5.590169943749474,0.6,0.578023914,0.95935594,5
EEGNetv4__eegnet_preprocess,EEGNetv4,21,0.525,0.18540496217739158,52.5,18.540496217739157,0.525,0.18540496217739158,52.5,18.540496217739157,0.2,0.53150608,0.9748682759999999,5
EEGNetv4__eegnet_preprocess,EEGNetv4,8,0.525,0.055901699437494734,52.5,5.590169943749474,0.525,0.055901699437494734,52.5,5.590169943749474,0.4,0.566496026,0.956643812,5
EEGNetv4__eegnet_preprocess,EEGNetv4,11,0.525,0.20539595906443728,52.5,20.53959590644373,0.525,0.20539595906443728,52.5,20.53959590644373,0.2,0.583948864,0.9099222140000001,5
EEGNetv4__eegnet_preprocess,EEGNetv4,34,0.525,0.13693063937629155,52.5,13.693063937629153,0.525,0.13693063937629155,52.5,13.693063937629153,0.2,0.551599658,0.975927416,5
EEGNetv4__eegnet_preprocess,EEGNetv4,7,0.525,0.055901699437494734,52.5,5.590169943749474,0.525,0.055901699437494734,52.5,5.590169943749474,0.6,0.6070273239999999,0.8760047240000001,5
EEGNetv4__eegnet_preprocess,EEGNetv4,39,0.5,0.12499999999999999,50.0,12.5,0.5,0.12499999999999999,50.0,12.5,0.0,0.567395146,0.931255006,5
EEGNetv4__eegnet_preprocess,EEGNetv4,47,0.5,0.08838834764831845,50.0,8.838834764831844,0.5,0.08838834764831845,50.0,8.838834764831844,0.6,0.519527142,0.995490682,5
EEGNetv4__eegnet_preprocess,EEGNetv4,32,0.5,0.08838834764831845,50.0,8.838834764831844,0.5,0.08838834764831845,50.0,8.838834764831844,0.4,0.511319518,0.9987897880000001,5
EEGNetv4__eegnet_preprocess,EEGNetv4,26,0.5,0.08838834764831845,50.0,8.838834764831844,0.5,0.08838834764831845,50.0,8.838834764831844,0.4,0.5038789379999999,0.9998739600000001,5
EEGNetv4__eegnet_preprocess,EEGNetv4,19,0.5,0.08838834764831843,50.0,8.838834764831844,0.5,0.08838834764831843,50.0,8.838834764831844,0.4,0.626195246,0.8715051580000001,5
EEGNetv4__eegnet_preprocess,EEGNetv4,37,0.5,0.125,50.0,12.5,0.5,0.125,50.0,12.5,0.2,0.514961134,0.9966751300000001,5
EEGNetv4__eegnet_preprocess,EEGNetv4,35,0.5,0.08838834764831845,50.0,8.838834764831844,0.5,0.08838834764831845,50.0,8.838834764831844,0.4,0.510956184,0.999455474,5
EEGNetv4__eegnet_preprocess,EEGNetv4,16,0.5,0.15309310892394862,50.0,15.309310892394864,0.5,0.15309310892394862,50.0,15.309310892394864,0.4,0.509003996,0.9992529259999999,5
EEGNetv4__eegnet_preprocess,EEGNetv4,12,0.475,0.16298006013006622,47.5,16.29800601300662,0.475,0.16298006013006622,47.5,16.29800601300662,0.2,0.6009174140000001,0.9049277979999999,5
EEGNetv4__eegnet_preprocess,EEGNetv4,6,0.475,0.05590169943749475,47.5,5.590169943749474,0.475,0.05590169943749475,47.5,5.590169943749474,0.4,0.5468485160000001,0.9798238579999999,5
EEGNetv4__eegnet_preprocess,EEGNetv4,38,0.475,0.2053959590644373,47.5,20.53959590644373,0.475,0.2053959590644373,47.5,20.53959590644373,0.0,0.5315790579999999,0.9749886740000001,5
EEGNetv4__eegnet_preprocess,EEGNetv4,1,0.475,0.13693063937629155,47.5,13.693063937629153,0.475,0.13693063937629155,47.5,13.693063937629153,0.2,0.544289398,0.984291178,5
EEGNetv4__eegnet_preprocess,EEGNetv4,4,0.45,0.14252192813739226,45.0,14.252192813739224,0.45,0.14252192813739226,45.0,14.252192813739224,0.4,0.541843356,0.9839427219999999,5
EEGNetv4__eegnet_preprocess,EEGNetv4,31,0.45,0.22707377655731187,45.0,22.707377655731186,0.45,0.22707377655731187,45.0,22.707377655731186,0.2,0.528321016,0.9927302000000001,5
EEGNetv4__eegnet_preprocess,EEGNetv4,33,0.45,0.28777161083053343,45.0,28.777161083053347,0.45,0.28777161083053343,45.0,28.777161083053347,0.2,0.523504526,0.978582494,5
EEGNetv4__eegnet_preprocess,EEGNetv4,28,0.425,0.11180339887498948,42.5,11.180339887498949,0.425,0.11180339887498948,42.5,11.180339887498949,0.4,0.556735078,0.97833331,5
EEGNetv4__eegnet_preprocess,EEGNetv4,24,0.425,0.2592055169165965,42.5,25.92055169165965,0.425,0.2592055169165965,42.5,25.92055169165965,0.0,0.54024825,0.9792852059999999,5
EEGNetv4__eegnet_preprocess,EEGNetv4,5,0.425,0.11180339887498948,42.5,11.180339887498949,0.425,0.11180339887498948,42.5,11.180339887498949,0.2,0.544485326,0.9710154360000001,5
EEGNetv4__eegnet_preprocess,EEGNetv4,43,0.425,0.14252192813739226,42.5,14.252192813739224,0.425,0.14252192813739226,42.5,14.252192813739224,0.0,0.504023848,0.999814382,5
EEGNetv4__eegnet_preprocess,EEGNetv4,13,0.425,0.16770509831248423,42.5,16.77050983124842,0.425,0.16770509831248423,42.5,16.77050983124842,0.4,0.54343114,0.9795384,5
EEGNetv4__eegnet_preprocess,EEGNetv4,36,0.425,0.18957188610128875,42.5,18.957188610128878,0.425,0.18957188610128875,42.5,18.957188610128878,0.2,0.60529274,0.889395298,5
