subject_id,fold_id,feature_set,cv_scheme,classifier,accuracy,balanced_accuracy,train_accuracy,train_balanced_accuracy,left_recall,right_recall,confusion_matrix,collapse_flag,collapse_ratio,pred_counts,y_train_counts,y_test_counts,n_train,n_test,meta_sjepa_dim,meta_sjepa_pca,meta_sjepa_pca_var,meta_riemann_dim_pca,meta_riemann_pca_var,meta_fused_dim
2,1,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5625,0.5625,0.9583333333333334,0.9583333333333333,0.75,0.375,"[[6, 2], [5, 3]]",False,0.6875,"[11, 5]","[12, 12]","[8, 8]",24,16,64,15,0.966097891330719,15,0.8399935892962094,30
2,2,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,1.0,1.0,0.625,0.25,"[[5, 3], [6, 2]]",False,0.6875,"[11, 5]","[12, 12]","[8, 8]",24,16,64,15,0.9675160050392151,15,0.8495328839793291,30
2,3,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,0.9583333333333334,0.9583333333333333,0.5,0.5,"[[4, 4], [4, 4]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9674855470657349,15,0.8527396197426723,30
2,4,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.25,0.25,1.0,1.0,0.25,0.25,"[[2, 6], [6, 2]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9647181034088135,15,0.8479865247153856,30
2,5,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.625,0.625,0.9583333333333334,0.9583333333333333,0.625,0.625,"[[5, 3], [3, 5]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9652708172798157,15,0.8413751412518867,30
2,6,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.625,0.375,"[[5, 3], [5, 3]]",False,0.625,"[10, 6]","[12, 12]","[8, 8]",24,16,64,15,0.9618237018585205,15,0.8539992870278181,30
2,7,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.25,0.25,1.0,1.0,0.25,0.25,"[[2, 6], [6, 2]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.961284875869751,15,0.8608640473438431,30
2,8,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9583333333333334,0.9583333333333333,0.5,0.375,"[[4, 4], [5, 3]]",False,0.5625,"[9, 7]","[12, 12]","[8, 8]",24,16,64,15,0.9595304727554321,15,0.8233323263503135,30
2,9,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,0.9583333333333334,0.9583333333333333,0.75,0.25,"[[6, 2], [6, 2]]",False,0.75,"[12, 4]","[12, 12]","[8, 8]",24,16,64,15,0.9564516544342041,15,0.8581141817658305,30
3,0,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.625,0.625,1.0,1.0,0.875,0.375,"[[7, 1], [5, 3]]",False,0.75,"[12, 4]","[12, 12]","[8, 8]",24,16,64,15,0.9652935266494751,15,0.8603228169775521,30
3,1,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.75,0.25,"[[6, 2], [6, 2]]",False,0.75,"[12, 4]","[12, 12]","[8, 8]",24,16,64,15,0.9643190503120422,15,0.861992973413684,30
3,2,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9166666666666666,0.9166666666666666,0.625,0.25,"[[5, 3], [6, 2]]",False,0.6875,"[11, 5]","[12, 12]","[8, 8]",24,16,64,15,0.9655745029449463,15,0.8722818697545184,30
3,3,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5625,0.5625,1.0,1.0,0.625,0.5,"[[5, 3], [4, 4]]",False,0.5625,"[9, 7]","[12, 12]","[8, 8]",24,16,64,15,0.9602332711219788,15,0.8835882770988461,30
3,4,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9583333333333334,0.9583333333333333,0.375,0.5,"[[3, 5], [4, 4]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9705594182014465,15,0.8782136431410427,30
3,5,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.75,0.25,"[[6, 2], [6, 2]]",False,0.75,"[12, 4]","[12, 12]","[8, 8]",24,16,64,15,0.9633590579032898,15,0.874470763584306,30
3,6,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5625,0.5625,1.0,1.0,0.25,0.875,"[[2, 6], [1, 7]]",False,0.8125,"[3, 13]","[12, 12]","[8, 8]",24,16,64,15,0.9689388275146484,15,0.884823977591155,30
3,7,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5625,0.5625,0.9583333333333334,0.9583333333333333,0.875,0.25,"[[7, 1], [6, 2]]",False,0.8125,"[13, 3]","[12, 12]","[8, 8]",24,16,64,15,0.9669105410575867,15,0.8589655407553193,30
3,8,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.75,0.25,"[[6, 2], [6, 2]]",False,0.75,"[12, 4]","[12, 12]","[8, 8]",24,16,64,15,0.9713351726531982,15,0.8767802969325686,30
3,9,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9166666666666666,0.9166666666666666,0.375,0.5,"[[3, 5], [4, 4]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.967491090297699,15,0.8530250667754885,30
4,0,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9166666666666666,0.9166666666666666,0.5,0.375,"[[4, 4], [5, 3]]",False,0.5625,"[9, 7]","[12, 12]","[8, 8]",24,16,64,15,0.9622019529342651,15,0.7906401370322272,30
4,1,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5625,0.5625,0.9166666666666666,0.9166666666666666,0.25,0.875,"[[2, 6], [1, 7]]",False,0.8125,"[3, 13]","[12, 12]","[8, 8]",24,16,64,15,0.9646892547607422,15,0.7960030878103749,30
4,2,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.25,0.25,1.0,1.0,0.375,0.125,"[[3, 5], [7, 1]]",False,0.625,"[10, 6]","[12, 12]","[8, 8]",24,16,64,15,0.9644274115562439,15,0.7911944079591579,30
4,3,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,1.0,1.0,0.375,0.5,"[[3, 5], [4, 4]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9693747162818909,15,0.7981445170202467,30
4,4,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.5,0.5,"[[4, 4], [4, 4]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9595625400543213,15,0.7914977853747216,30
4,5,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.8125,0.8125,1.0,1.0,0.75,0.875,"[[6, 2], [1, 7]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9633553624153137,15,0.7940513300903322,30
4,6,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.375,0.625,"[[3, 5], [3, 5]]",False,0.625,"[6, 10]","[12, 12]","[8, 8]",24,16,64,15,0.9655529260635376,15,0.802179797025852,30
4,7,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9583333333333334,0.9583333333333333,0.375,0.5,"[[3, 5], [4, 4]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9646849036216736,15,0.7940934867739374,30
4,8,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.6875,0.6875,0.9166666666666666,0.9166666666666666,0.75,0.625,"[[6, 2], [3, 5]]",False,0.5625,"[9, 7]","[12, 12]","[8, 8]",24,16,64,15,0.9658896923065186,15,0.795397193748691,30
4,9,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,1.0,1.0,0.375,0.5,"[[3, 5], [4, 4]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.970256507396698,15,0.7917218984172669,30
5,0,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.5,0.5,"[[4, 4], [4, 4]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9615152478218079,15,0.7292508998079391,30
5,1,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.375,0.375,1.0,1.0,0.375,0.375,"[[3, 5], [5, 3]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9572687745094299,15,0.7275152800727201,30
5,2,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.625,0.625,0.9583333333333334,0.9583333333333333,0.5,0.75,"[[4, 4], [2, 6]]",False,0.625,"[6, 10]","[12, 12]","[8, 8]",24,16,64,15,0.9581453800201416,15,0.7319954666992327,30
5,3,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,0.9583333333333334,0.9583333333333333,0.625,0.375,"[[5, 3], [5, 3]]",False,0.625,"[10, 6]","[12, 12]","[8, 8]",24,16,64,15,0.9615889191627502,15,0.7266043663819521,30
5,4,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.625,0.625,1.0,1.0,0.875,0.375,"[[7, 1], [5, 3]]",False,0.75,"[12, 4]","[12, 12]","[8, 8]",24,16,64,15,0.956421971321106,15,0.7325564302234401,30
5,5,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.25,0.75,"[[2, 6], [2, 6]]",False,0.75,"[4, 12]","[12, 12]","[8, 8]",24,16,64,15,0.9526661038398743,15,0.7252993553095994,30
5,6,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,0.875,0.875,0.5,0.5,"[[4, 4], [4, 4]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9639011025428772,15,0.7298206724692571,30
5,7,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,0.9583333333333334,0.9583333333333333,0.5,0.5,"[[4, 4], [4, 4]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9607093334197998,15,0.7285768453091689,30
5,8,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.375,0.625,"[[3, 5], [3, 5]]",False,0.625,"[6, 10]","[12, 12]","[8, 8]",24,16,64,15,0.9565784931182861,15,0.7284840383077859,30
5,9,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5625,0.5625,0.9583333333333334,0.9583333333333333,0.625,0.5,"[[5, 3], [4, 4]]",False,0.5625,"[9, 7]","[12, 12]","[8, 8]",24,16,64,15,0.9510930180549622,15,0.7357471695473013,30
6,0,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,0.9583333333333334,0.9583333333333333,0.375,0.625,"[[3, 5], [3, 5]]",False,0.625,"[6, 10]","[12, 12]","[8, 8]",24,16,64,15,0.9733331799507141,15,0.9273680997789508,30
6,1,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,0.9583333333333334,0.9583333333333333,0.75,0.25,"[[6, 2], [6, 2]]",False,0.75,"[12, 4]","[12, 12]","[8, 8]",24,16,64,15,0.97354656457901,15,0.9177560883453166,30
6,2,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,1.0,1.0,0.375,0.5,"[[3, 5], [4, 4]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9728322625160217,15,0.9370348193051098,30
6,3,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9583333333333334,0.9583333333333333,0.25,0.625,"[[2, 6], [3, 5]]",False,0.6875,"[5, 11]","[12, 12]","[8, 8]",24,16,64,15,0.9744281768798828,15,0.9319554409999442,30
6,4,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,1.0,1.0,0.125,0.75,"[[1, 7], [2, 6]]",False,0.8125,"[3, 13]","[12, 12]","[8, 8]",24,16,64,15,0.9734684824943542,15,0.9306373740768064,30
6,5,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.3125,0.3125,1.0,1.0,0.25,0.375,"[[2, 6], [5, 3]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9726998805999756,15,0.924735737708445,30
6,6,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.3125,0.3125,0.9583333333333334,0.9583333333333333,0.5,0.125,"[[4, 4], [7, 1]]",False,0.6875,"[11, 5]","[12, 12]","[8, 8]",24,16,64,15,0.9753347039222717,15,0.9126528533510294,30
6,7,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9166666666666666,0.9166666666666666,0.5,0.375,"[[4, 4], [5, 3]]",False,0.5625,"[9, 7]","[12, 12]","[8, 8]",24,16,64,15,0.9744136333465576,15,0.9165055325868116,30
6,8,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,1.0,1.0,0.5,0.375,"[[4, 4], [5, 3]]",False,0.5625,"[9, 7]","[12, 12]","[8, 8]",24,16,64,15,0.9761897921562195,15,0.9290032699247395,30
6,9,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9166666666666666,0.9166666666666666,0.125,0.75,"[[1, 7], [2, 6]]",False,0.8125,"[3, 13]","[12, 12]","[8, 8]",24,16,64,15,0.9739937782287598,15,0.9381180878832607,30
7,0,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.6875,0.6875,1.0,1.0,0.875,0.5,"[[7, 1], [4, 4]]",False,0.6875,"[11, 5]","[12, 12]","[8, 8]",24,16,64,15,0.9632503986358643,15,0.8798954198790495,30
7,1,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.75,0.75,1.0,1.0,0.875,0.625,"[[7, 1], [3, 5]]",False,0.625,"[10, 6]","[12, 12]","[8, 8]",24,16,64,15,0.9564832448959351,15,0.8535892724417672,30
7,2,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.625,0.625,1.0,1.0,0.625,0.625,"[[5, 3], [3, 5]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9666829109191895,15,0.888606609732433,30
7,3,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.6875,0.6875,1.0,1.0,0.5,0.875,"[[4, 4], [1, 7]]",False,0.6875,"[5, 11]","[12, 12]","[8, 8]",24,16,64,15,0.9670695662498474,15,0.8876773825979115,30
7,4,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.75,0.75,1.0,1.0,0.75,0.75,"[[6, 2], [2, 6]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9655619263648987,15,0.8762612461191243,30
7,5,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.6875,0.6875,1.0,1.0,0.75,0.625,"[[6, 2], [3, 5]]",False,0.5625,"[9, 7]","[12, 12]","[8, 8]",24,16,64,15,0.9682967662811279,15,0.8766270246497443,30
7,6,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.8125,0.8125,1.0,1.0,1.0,0.625,"[[8, 0], [3, 5]]",False,0.6875,"[11, 5]","[12, 12]","[8, 8]",24,16,64,15,0.9641146659851074,15,0.8448176866072347,30
7,7,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.8125,0.8125,1.0,1.0,0.75,0.875,"[[6, 2], [1, 7]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9671494960784912,15,0.8526887744152722,30
7,8,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5625,0.5625,1.0,1.0,0.5,0.625,"[[4, 4], [3, 5]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9669071435928345,15,0.8920265536739939,30
7,9,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.6875,0.6875,1.0,1.0,0.625,0.75,"[[5, 3], [2, 6]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9641528129577637,15,0.8680295033987061,30
8,0,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.375,0.375,0.9583333333333334,0.9583333333333333,0.375,0.375,"[[3, 5], [5, 3]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.985792338848114,15,0.7938563587189688,30
8,1,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.3125,0.3125,0.9583333333333334,0.9583333333333333,0.375,0.25,"[[3, 5], [6, 2]]",False,0.5625,"[9, 7]","[12, 12]","[8, 8]",24,16,64,15,0.9856123924255371,15,0.8103872455125067,30
8,2,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.625,0.625,1.0,1.0,0.75,0.5,"[[6, 2], [4, 4]]",False,0.625,"[10, 6]","[12, 12]","[8, 8]",24,16,64,15,0.9803356528282166,15,0.7993883736481425,30
8,3,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9583333333333334,0.9583333333333333,0.25,0.625,"[[2, 6], [3, 5]]",False,0.6875,"[5, 11]","[12, 12]","[8, 8]",24,16,64,15,0.9833385348320007,15,0.7981376688648687,30
8,4,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.375,0.375,0.9583333333333334,0.9583333333333333,0.375,0.375,"[[3, 5], [5, 3]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9882840514183044,15,0.8080555399618324,30
8,5,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,1.0,1.0,0.5,0.375,"[[4, 4], [5, 3]]",False,0.5625,"[9, 7]","[12, 12]","[8, 8]",24,16,64,15,0.9800684452056885,15,0.7939207852182446,30
8,6,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.625,0.625,0.875,0.875,0.5,0.75,"[[4, 4], [2, 6]]",False,0.625,"[6, 10]","[12, 12]","[8, 8]",24,16,64,15,0.9785970449447632,15,0.8115496051402276,30
8,7,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.5,0.5,"[[4, 4], [4, 4]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9802702069282532,15,0.8075736527057233,30
8,8,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.25,0.75,"[[2, 6], [2, 6]]",False,0.75,"[4, 12]","[12, 12]","[8, 8]",24,16,64,15,0.9880940914154053,15,0.8028127369912953,30
8,9,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.375,0.375,0.9166666666666666,0.9166666666666667,0.375,0.375,"[[3, 5], [5, 3]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9837043881416321,15,0.8065547429476616,30
9,0,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9166666666666666,0.9166666666666666,0.375,0.5,"[[3, 5], [4, 4]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9600364565849304,15,0.7872737983722662,30
9,1,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9166666666666666,0.9166666666666666,0.625,0.25,"[[5, 3], [6, 2]]",False,0.6875,"[11, 5]","[12, 12]","[8, 8]",24,16,64,15,0.9690422415733337,15,0.783647124918339,30
9,2,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.3125,0.3125,1.0,1.0,0.125,0.5,"[[1, 7], [4, 4]]",False,0.6875,"[5, 11]","[12, 12]","[8, 8]",24,16,64,15,0.9622344374656677,15,0.7932680481709217,30
9,3,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,0.9583333333333334,0.9583333333333333,0.75,0.125,"[[6, 2], [7, 1]]",False,0.8125,"[13, 3]","[12, 12]","[8, 8]",24,16,64,15,0.9598706960678101,15,0.7915571309819482,30
9,4,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,1.0,1.0,0.375,0.5,"[[3, 5], [4, 4]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9600158929824829,15,0.7875730195611382,30
9,5,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5625,0.5625,1.0,1.0,0.375,0.75,"[[3, 5], [2, 6]]",False,0.6875,"[5, 11]","[12, 12]","[8, 8]",24,16,64,15,0.9622296094894409,15,0.783948376989524,30
9,6,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.375,0.375,0.9583333333333334,0.9583333333333333,0.5,0.25,"[[4, 4], [6, 2]]",False,0.625,"[10, 6]","[12, 12]","[8, 8]",24,16,64,15,0.9583035111427307,15,0.7869304553738629,30
9,7,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,1.0,1.0,0.5,0.375,"[[4, 4], [5, 3]]",False,0.5625,"[9, 7]","[12, 12]","[8, 8]",24,16,64,15,0.9606521129608154,15,0.7937531383550036,30
9,8,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.3125,0.3125,0.9166666666666666,0.9166666666666667,0.0,0.625,"[[0, 8], [3, 5]]",False,0.8125,"[3, 13]","[12, 12]","[8, 8]",24,16,64,15,0.9670778512954712,15,0.7745584639706651,30
9,9,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,1.0,1.0,0.375,0.625,"[[3, 5], [3, 5]]",False,0.625,"[6, 10]","[12, 12]","[8, 8]",24,16,64,15,0.96198970079422,15,0.8004961002200937,30
10,0,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.625,0.625,0.9583333333333334,0.9583333333333333,0.5,0.75,"[[4, 4], [2, 6]]",False,0.625,"[6, 10]","[12, 12]","[8, 8]",24,16,64,15,0.9746291637420654,15,0.7766889860770184,30
10,1,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.6875,0.6875,1.0,1.0,0.625,0.75,"[[5, 3], [2, 6]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9735129475593567,15,0.8453432503982135,30
10,2,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.6875,0.6875,0.9583333333333334,0.9583333333333333,0.875,0.5,"[[7, 1], [4, 4]]",False,0.6875,"[11, 5]","[12, 12]","[8, 8]",24,16,64,15,0.9720661640167236,15,0.8277423045172735,30
10,3,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5625,0.5625,1.0,1.0,0.5,0.625,"[[4, 4], [3, 5]]",False,0.5625,"[7, 9]","[12, 12]","[8, 8]",24,16,64,15,0.9748761057853699,15,0.8383006010454953,30
10,4,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.75,0.75,1.0,1.0,0.75,0.75,"[[6, 2], [2, 6]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9723123908042908,15,0.8257383612575354,30
10,5,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.5,0.5,0.9166666666666666,0.9166666666666667,0.375,0.625,"[[3, 5], [3, 5]]",False,0.625,"[6, 10]","[12, 12]","[8, 8]",24,16,64,15,0.9751518368721008,15,0.8181051909587053,30
10,6,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.625,0.625,1.0,1.0,0.625,0.625,"[[5, 3], [3, 5]]",False,0.5,"[8, 8]","[12, 12]","[8, 8]",24,16,64,15,0.9752447605133057,15,0.8505436905414084,30
10,7,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.4375,0.4375,1.0,1.0,0.625,0.25,"[[5, 3], [6, 2]]",False,0.6875,"[11, 5]","[12, 12]","[8, 8]",24,16,64,15,0.9755871295928955,15,0.8486481272196985,30
10,8,sjepa+riemann,liu_repeated_holdout,shrinkage_lda,0.625,0.625,1.0,1.0,0.75,0.5,"[[6, 2], [4, 4]]",False,0.625,"[10, 6]","[12, 12]","[8, 8]",24,16,64,15,0.978013277053833,15,0.8391239476173089,30
