subject_id,fold_id,method,accuracy,balanced_accuracy,outer_test_used_for_selection,outer_test_used_for_fit,shallow_retrained
sub-05,2,shallow_locked,0.875,0.875,False,False,False
sub-05,2,riemann_1s,0.75,0.75,False,False,False
sub-05,2,riemann_2s,0.5,0.5,False,False,False
sub-05,2,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-05,2,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-05,3,shallow_locked,0.5,0.5,False,False,False
sub-05,3,riemann_1s,0.5,0.5,False,False,False
sub-05,3,riemann_2s,0.625,0.625,False,False,False
sub-05,3,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-05,3,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-05,4,shallow_locked,0.875,0.875,False,False,False
sub-05,4,riemann_1s,0.25,0.25,False,False,False
sub-05,4,riemann_2s,0.375,0.375,False,False,False
sub-05,4,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-05,4,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-06,0,shallow_locked,0.625,0.625,False,False,False
sub-06,0,riemann_1s,0.375,0.375,False,False,False
sub-06,0,riemann_2s,0.375,0.375,False,False,False
sub-06,0,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-06,0,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-06,1,shallow_locked,0.375,0.375,False,False,False
sub-06,1,riemann_1s,0.75,0.75,False,False,False
sub-06,1,riemann_2s,0.5,0.5,False,False,False
sub-06,1,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-06,1,shallow_riemann_fusion,0.375,0.375,False,False,False
sub-06,2,shallow_locked,0.625,0.625,False,False,False
sub-06,2,riemann_1s,0.125,0.125,False,False,False
sub-06,2,riemann_2s,0.25,0.25,False,False,False
sub-06,2,riemann_equal_short_scales,0.125,0.125,False,False,False
sub-06,2,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-06,3,shallow_locked,0.375,0.375,False,False,False
sub-06,3,riemann_1s,0.5,0.5,False,False,False
sub-06,3,riemann_2s,0.5,0.5,False,False,False
sub-06,3,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-06,3,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-06,4,shallow_locked,0.625,0.625,False,False,False
sub-06,4,riemann_1s,0.375,0.375,False,False,False
sub-06,4,riemann_2s,0.625,0.625,False,False,False
sub-06,4,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-06,4,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-07,0,shallow_locked,0.625,0.625,False,False,False
sub-07,0,riemann_1s,0.625,0.625,False,False,False
sub-07,0,riemann_2s,0.5,0.5,False,False,False
sub-07,0,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-07,0,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-07,1,shallow_locked,0.75,0.75,False,False,False
sub-07,1,riemann_1s,0.875,0.875,False,False,False
sub-07,1,riemann_2s,0.625,0.625,False,False,False
sub-07,1,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-07,1,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-07,2,shallow_locked,0.625,0.625,False,False,False
sub-07,2,riemann_1s,0.875,0.875,False,False,False
sub-07,2,riemann_2s,0.75,0.75,False,False,False
sub-07,2,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-07,2,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-07,3,shallow_locked,0.5,0.5,False,False,False
sub-07,3,riemann_1s,0.5,0.5,False,False,False
sub-07,3,riemann_2s,0.75,0.75,False,False,False
sub-07,3,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-07,3,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-07,4,shallow_locked,0.75,0.75,False,False,False
sub-07,4,riemann_1s,0.375,0.375,False,False,False
sub-07,4,riemann_2s,0.5,0.5,False,False,False
sub-07,4,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-07,4,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-08,0,shallow_locked,0.75,0.75,False,False,False
sub-08,0,riemann_1s,0.125,0.125,False,False,False
sub-08,0,riemann_2s,0.375,0.375,False,False,False
sub-08,0,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-08,0,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-08,1,shallow_locked,0.625,0.625,False,False,False
sub-08,1,riemann_1s,0.5,0.5,False,False,False
sub-08,1,riemann_2s,0.625,0.625,False,False,False
sub-08,1,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-08,1,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-08,2,shallow_locked,0.5,0.5,False,False,False
sub-08,2,riemann_1s,0.375,0.375,False,False,False
sub-08,2,riemann_2s,0.5,0.5,False,False,False
sub-08,2,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-08,2,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-08,3,shallow_locked,0.625,0.625,False,False,False
sub-08,3,riemann_1s,0.5,0.5,False,False,False
sub-08,3,riemann_2s,0.375,0.375,False,False,False
sub-08,3,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-08,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-08,4,shallow_locked,0.75,0.75,False,False,False
sub-08,4,riemann_1s,0.5,0.5,False,False,False
sub-08,4,riemann_2s,0.625,0.625,False,False,False
sub-08,4,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-08,4,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-09,0,shallow_locked,0.625,0.625,False,False,False
sub-09,0,riemann_1s,0.5,0.5,False,False,False
sub-09,0,riemann_2s,0.375,0.375,False,False,False
sub-09,0,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-09,0,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-09,1,shallow_locked,0.5,0.5,False,False,False
sub-09,1,riemann_1s,0.5,0.5,False,False,False
sub-09,1,riemann_2s,0.875,0.875,False,False,False
sub-09,1,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-09,1,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-09,2,shallow_locked,0.5,0.5,False,False,False
sub-09,2,riemann_1s,0.25,0.25,False,False,False
sub-09,2,riemann_2s,0.375,0.375,False,False,False
sub-09,2,riemann_equal_short_scales,0.0,0.0,False,False,False
sub-09,2,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-09,3,shallow_locked,0.5,0.5,False,False,False
sub-09,3,riemann_1s,0.625,0.625,False,False,False
sub-09,3,riemann_2s,0.5,0.5,False,False,False
sub-09,3,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-09,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-09,4,shallow_locked,0.625,0.625,False,False,False
sub-09,4,riemann_1s,0.5,0.5,False,False,False
sub-09,4,riemann_2s,0.75,0.75,False,False,False
sub-09,4,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-09,4,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-10,0,shallow_locked,0.5,0.5,False,False,False
sub-10,0,riemann_1s,0.625,0.625,False,False,False
sub-10,0,riemann_2s,0.375,0.375,False,False,False
sub-10,0,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-10,0,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-10,1,shallow_locked,0.5,0.5,False,False,False
sub-10,1,riemann_1s,0.625,0.625,False,False,False
sub-10,1,riemann_2s,0.375,0.375,False,False,False
sub-10,1,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-10,1,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-10,2,shallow_locked,0.5,0.5,False,False,False
sub-10,2,riemann_1s,0.625,0.625,False,False,False
sub-10,2,riemann_2s,0.5,0.5,False,False,False
sub-10,2,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-10,2,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-10,3,shallow_locked,0.5,0.5,False,False,False
sub-10,3,riemann_1s,0.625,0.625,False,False,False
sub-10,3,riemann_2s,0.875,0.875,False,False,False
sub-10,3,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-10,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-10,4,shallow_locked,0.125,0.125,False,False,False
sub-10,4,riemann_1s,0.375,0.375,False,False,False
sub-10,4,riemann_2s,0.5,0.5,False,False,False
sub-10,4,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-10,4,shallow_riemann_fusion,0.125,0.125,False,False,False
sub-11,0,shallow_locked,0.5,0.5,False,False,False
sub-11,0,riemann_1s,0.5,0.5,False,False,False
sub-11,0,riemann_2s,0.625,0.625,False,False,False
sub-11,0,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-11,0,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-11,1,shallow_locked,0.875,0.875,False,False,False
sub-11,1,riemann_1s,1.0,1.0,False,False,False
sub-11,1,riemann_2s,0.875,0.875,False,False,False
sub-11,1,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-11,1,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-11,2,shallow_locked,1.0,1.0,False,False,False
sub-11,2,riemann_1s,0.75,0.75,False,False,False
sub-11,2,riemann_2s,0.75,0.75,False,False,False
sub-11,2,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-11,2,shallow_riemann_fusion,1.0,1.0,False,False,False
sub-11,3,shallow_locked,0.75,0.75,False,False,False
sub-11,3,riemann_1s,0.75,0.75,False,False,False
sub-11,3,riemann_2s,0.875,0.875,False,False,False
sub-11,3,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-11,3,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-11,4,shallow_locked,0.75,0.75,False,False,False
sub-11,4,riemann_1s,0.875,0.875,False,False,False
sub-11,4,riemann_2s,0.875,0.875,False,False,False
sub-11,4,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-11,4,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-12,0,shallow_locked,0.5,0.5,False,False,False
sub-12,0,riemann_1s,0.625,0.625,False,False,False
sub-12,0,riemann_2s,0.5,0.5,False,False,False
sub-12,0,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-12,0,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-12,1,shallow_locked,0.75,0.75,False,False,False
sub-12,1,riemann_1s,0.75,0.75,False,False,False
sub-12,1,riemann_2s,0.75,0.75,False,False,False
sub-12,1,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-12,1,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-12,2,shallow_locked,0.625,0.625,False,False,False
sub-12,2,riemann_1s,0.5,0.5,False,False,False
sub-12,2,riemann_2s,0.5,0.5,False,False,False
sub-12,2,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-12,2,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-12,3,shallow_locked,0.625,0.625,False,False,False
sub-12,3,riemann_1s,0.75,0.75,False,False,False
sub-12,3,riemann_2s,0.625,0.625,False,False,False
sub-12,3,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-12,3,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-12,4,shallow_locked,0.75,0.75,False,False,False
sub-12,4,riemann_1s,0.5,0.5,False,False,False
sub-12,4,riemann_2s,0.625,0.625,False,False,False
sub-12,4,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-12,4,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-13,0,shallow_locked,0.625,0.625,False,False,False
sub-13,0,riemann_1s,0.375,0.375,False,False,False
sub-13,0,riemann_2s,0.625,0.625,False,False,False
sub-13,0,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-13,0,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-13,1,shallow_locked,0.625,0.625,False,False,False
sub-13,1,riemann_1s,0.5,0.5,False,False,False
sub-13,1,riemann_2s,0.75,0.75,False,False,False
sub-13,1,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-13,1,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-13,2,shallow_locked,0.375,0.375,False,False,False
sub-13,2,riemann_1s,0.625,0.625,False,False,False
sub-13,2,riemann_2s,0.625,0.625,False,False,False
sub-13,2,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-13,2,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-13,3,shallow_locked,0.375,0.375,False,False,False
sub-13,3,riemann_1s,0.625,0.625,False,False,False
sub-13,3,riemann_2s,0.75,0.75,False,False,False
sub-13,3,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-13,3,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-13,4,shallow_locked,0.5,0.5,False,False,False
sub-13,4,riemann_1s,0.5,0.5,False,False,False
sub-13,4,riemann_2s,0.75,0.75,False,False,False
sub-13,4,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-13,4,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-14,0,shallow_locked,0.5,0.5,False,False,False
sub-14,0,riemann_1s,0.375,0.375,False,False,False
sub-14,0,riemann_2s,0.25,0.25,False,False,False
sub-14,0,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-14,0,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-14,1,shallow_locked,0.625,0.625,False,False,False
sub-14,1,riemann_1s,0.25,0.25,False,False,False
sub-14,1,riemann_2s,0.25,0.25,False,False,False
sub-14,1,riemann_equal_short_scales,0.125,0.125,False,False,False
sub-14,1,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-14,2,shallow_locked,0.125,0.125,False,False,False
sub-14,2,riemann_1s,0.5,0.5,False,False,False
sub-14,2,riemann_2s,0.625,0.625,False,False,False
sub-14,2,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-14,2,shallow_riemann_fusion,0.125,0.125,False,False,False
sub-14,3,shallow_locked,0.625,0.625,False,False,False
sub-14,3,riemann_1s,0.25,0.25,False,False,False
sub-14,3,riemann_2s,0.375,0.375,False,False,False
sub-14,3,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-14,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-14,4,shallow_locked,0.25,0.25,False,False,False
sub-14,4,riemann_1s,0.25,0.25,False,False,False
sub-14,4,riemann_2s,0.25,0.25,False,False,False
sub-14,4,riemann_equal_short_scales,0.25,0.25,False,False,False
sub-14,4,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-15,0,shallow_locked,0.25,0.25,False,False,False
sub-15,0,riemann_1s,0.5,0.5,False,False,False
sub-15,0,riemann_2s,0.5,0.5,False,False,False
sub-15,0,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-15,0,shallow_riemann_fusion,0.375,0.375,False,False,False
sub-15,1,shallow_locked,0.125,0.125,False,False,False
sub-15,1,riemann_1s,0.25,0.25,False,False,False
sub-15,1,riemann_2s,0.625,0.625,False,False,False
sub-15,1,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-15,1,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-15,2,shallow_locked,0.25,0.25,False,False,False
sub-15,2,riemann_1s,0.625,0.625,False,False,False
sub-15,2,riemann_2s,0.625,0.625,False,False,False
sub-15,2,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-15,2,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-15,3,shallow_locked,0.75,0.75,False,False,False
sub-15,3,riemann_1s,0.625,0.625,False,False,False
sub-15,3,riemann_2s,0.875,0.875,False,False,False
sub-15,3,riemann_equal_short_scales,0.875,0.875,False,False,False
sub-15,3,shallow_riemann_fusion,0.75,0.75,False,False,False
sub-15,4,shallow_locked,0.875,0.875,False,False,False
sub-15,4,riemann_1s,0.375,0.375,False,False,False
sub-15,4,riemann_2s,0.25,0.25,False,False,False
sub-15,4,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-15,4,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-16,0,shallow_locked,0.75,0.75,False,False,False
sub-16,0,riemann_1s,0.25,0.25,False,False,False
sub-16,0,riemann_2s,0.375,0.375,False,False,False
sub-16,0,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-16,0,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-16,1,shallow_locked,0.5,0.5,False,False,False
sub-16,1,riemann_1s,0.375,0.375,False,False,False
sub-16,1,riemann_2s,0.375,0.375,False,False,False
sub-16,1,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-16,1,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-16,2,shallow_locked,0.625,0.625,False,False,False
sub-16,2,riemann_1s,0.375,0.375,False,False,False
sub-16,2,riemann_2s,0.5,0.5,False,False,False
sub-16,2,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-16,2,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-16,3,shallow_locked,0.625,0.625,False,False,False
sub-16,3,riemann_1s,0.5,0.5,False,False,False
sub-16,3,riemann_2s,0.5,0.5,False,False,False
sub-16,3,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-16,3,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-16,4,shallow_locked,0.5,0.5,False,False,False
sub-16,4,riemann_1s,0.5,0.5,False,False,False
sub-16,4,riemann_2s,0.625,0.625,False,False,False
sub-16,4,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-16,4,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-17,0,shallow_locked,0.125,0.125,False,False,False
sub-17,0,riemann_1s,0.75,0.75,False,False,False
sub-17,0,riemann_2s,0.375,0.375,False,False,False
sub-17,0,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-17,0,shallow_riemann_fusion,0.125,0.125,False,False,False
sub-17,1,shallow_locked,0.5,0.5,False,False,False
sub-17,1,riemann_1s,0.75,0.75,False,False,False
sub-17,1,riemann_2s,0.625,0.625,False,False,False
sub-17,1,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-17,1,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-17,2,shallow_locked,0.5,0.5,False,False,False
sub-17,2,riemann_1s,0.5,0.5,False,False,False
sub-17,2,riemann_2s,0.5,0.5,False,False,False
sub-17,2,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-17,2,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-17,3,shallow_locked,0.625,0.625,False,False,False
sub-17,3,riemann_1s,0.875,0.875,False,False,False
sub-17,3,riemann_2s,0.625,0.625,False,False,False
sub-17,3,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-17,3,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-17,4,shallow_locked,0.5,0.5,False,False,False
sub-17,4,riemann_1s,0.5,0.5,False,False,False
sub-17,4,riemann_2s,0.375,0.375,False,False,False
sub-17,4,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-17,4,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-18,0,shallow_locked,0.375,0.375,False,False,False
sub-18,0,riemann_1s,0.75,0.75,False,False,False
sub-18,0,riemann_2s,0.375,0.375,False,False,False
sub-18,0,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-18,0,shallow_riemann_fusion,0.5,0.5,False,False,False
sub-18,1,shallow_locked,0.625,0.625,False,False,False
sub-18,1,riemann_1s,0.375,0.375,False,False,False
sub-18,1,riemann_2s,0.375,0.375,False,False,False
sub-18,1,riemann_equal_short_scales,0.375,0.375,False,False,False
sub-18,1,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-18,2,shallow_locked,0.625,0.625,False,False,False
sub-18,2,riemann_1s,0.5,0.5,False,False,False
sub-18,2,riemann_2s,0.5,0.5,False,False,False
sub-18,2,riemann_equal_short_scales,0.75,0.75,False,False,False
sub-18,2,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-18,3,shallow_locked,0.875,0.875,False,False,False
sub-18,3,riemann_1s,0.625,0.625,False,False,False
sub-18,3,riemann_2s,0.5,0.5,False,False,False
sub-18,3,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-18,3,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-18,4,shallow_locked,0.75,0.75,False,False,False
sub-18,4,riemann_1s,0.5,0.5,False,False,False
sub-18,4,riemann_2s,0.375,0.375,False,False,False
sub-18,4,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-18,4,shallow_riemann_fusion,0.875,0.875,False,False,False
sub-19,0,shallow_locked,0.625,0.625,False,False,False
sub-19,0,riemann_1s,0.5,0.5,False,False,False
sub-19,0,riemann_2s,0.875,0.875,False,False,False
sub-19,0,riemann_equal_short_scales,0.625,0.625,False,False,False
sub-19,0,shallow_riemann_fusion,0.625,0.625,False,False,False
sub-19,1,shallow_locked,0.5,0.5,False,False,False
sub-19,1,riemann_1s,0.5,0.5,False,False,False
sub-19,1,riemann_2s,0.375,0.375,False,False,False
sub-19,1,riemann_equal_short_scales,0.5,0.5,False,False,False
sub-19,1,shallow_riemann_fusion,0.25,0.25,False,False,False
sub-19,2,shallow_locked,0.5,0.5,False,False,False
sub-19,2,riemann_1s,0.5,0.5,False,False,False
sub-19,2,riemann_2s,0.375,0.375,False,False,False
