target_subject,fold_id,method,view_id,n_fit_trials,training_margin_scale,fit_scope
sub-01,2,riemannian_recentered,2s_1s_8-12Hz,1992,0.2983258634343531,method_training_only
sub-01,2,target_only,2s_1s_13-20Hz,32,7.0173822528333885,method_training_only
sub-01,2,pooled_unaligned,2s_1s_13-20Hz,1992,0.28047148709546765,method_training_only
sub-01,2,riemannian_recentered,2s_1s_13-20Hz,1992,0.3565978191367425,method_training_only
sub-01,2,target_only,2s_1s_20-30Hz,32,6.553191974672549,method_training_only
sub-01,2,pooled_unaligned,2s_1s_20-30Hz,1992,0.2670159161239185,method_training_only
sub-01,2,riemannian_recentered,2s_1s_20-30Hz,1992,0.324143788540721,method_training_only
sub-01,2,target_only,2s_1s_8-30Hz,32,4.484417594126525,method_training_only
sub-01,2,pooled_unaligned,2s_1s_8-30Hz,1992,0.30132919191043883,method_training_only
sub-01,2,riemannian_recentered,2s_1s_8-30Hz,1992,0.37513982355301967,method_training_only
sub-01,2,target_only,2s_2s_8-12Hz,32,6.570444228981636,method_training_only
sub-01,2,pooled_unaligned,2s_2s_8-12Hz,1992,0.22895757770713404,method_training_only
sub-01,2,riemannian_recentered,2s_2s_8-12Hz,1992,0.2808357185911369,method_training_only
sub-01,2,target_only,2s_2s_13-20Hz,32,7.650922185977846,method_training_only
sub-01,2,pooled_unaligned,2s_2s_13-20Hz,1992,0.26436695232351887,method_training_only
sub-01,2,riemannian_recentered,2s_2s_13-20Hz,1992,0.31821022130973253,method_training_only
sub-01,2,target_only,2s_2s_20-30Hz,32,5.617959799482562,method_training_only
sub-01,2,pooled_unaligned,2s_2s_20-30Hz,1992,0.24285040695129517,method_training_only
sub-01,2,riemannian_recentered,2s_2s_20-30Hz,1992,0.3096553968124685,method_training_only
sub-01,2,target_only,2s_2s_8-30Hz,32,5.308554400550845,method_training_only
sub-01,2,pooled_unaligned,2s_2s_8-30Hz,1992,0.21681797699366467,method_training_only
sub-01,2,riemannian_recentered,2s_2s_8-30Hz,1992,0.2894100546788093,method_training_only
sub-01,3,target_only,1s_0s_8-12Hz,32,6.261341813766861,method_training_only
sub-01,3,pooled_unaligned,1s_0s_8-12Hz,1992,0.2893437531986198,method_training_only
sub-01,3,riemannian_recentered,1s_0s_8-12Hz,1992,0.3364191477433569,method_training_only
sub-01,3,target_only,1s_0s_13-20Hz,32,5.8730040683704665,method_training_only
sub-01,3,pooled_unaligned,1s_0s_13-20Hz,1992,0.2814602072120814,method_training_only
sub-01,3,riemannian_recentered,1s_0s_13-20Hz,1992,0.32010872855564,method_training_only
sub-01,3,target_only,1s_0s_20-30Hz,32,6.707487886884834,method_training_only
sub-01,3,pooled_unaligned,1s_0s_20-30Hz,1992,0.3131747041375384,method_training_only
sub-01,3,riemannian_recentered,1s_0s_20-30Hz,1992,0.35731185035809765,method_training_only
sub-01,3,target_only,1s_0s_8-30Hz,32,5.707896104259927,method_training_only
sub-01,3,pooled_unaligned,1s_0s_8-30Hz,1992,0.276146936814444,method_training_only
sub-01,3,riemannian_recentered,1s_0s_8-30Hz,1992,0.3586680087949371,method_training_only
sub-01,3,target_only,1s_1s_8-12Hz,32,6.129778883056492,method_training_only
sub-01,3,pooled_unaligned,1s_1s_8-12Hz,1992,0.2820700050304724,method_training_only
sub-01,3,riemannian_recentered,1s_1s_8-12Hz,1992,0.3209289437756606,method_training_only
sub-01,3,target_only,1s_1s_13-20Hz,32,5.697332555435771,method_training_only
sub-01,3,pooled_unaligned,1s_1s_13-20Hz,1992,0.322868674905229,method_training_only
sub-01,3,riemannian_recentered,1s_1s_13-20Hz,1992,0.3485241225557781,method_training_only
sub-01,3,target_only,1s_1s_20-30Hz,32,5.142228749748226,method_training_only
sub-01,3,pooled_unaligned,1s_1s_20-30Hz,1992,0.30122478897127614,method_training_only
sub-01,3,riemannian_recentered,1s_1s_20-30Hz,1992,0.34423199612055866,method_training_only
sub-01,3,target_only,1s_1s_8-30Hz,32,4.17222695979333,method_training_only
sub-01,3,pooled_unaligned,1s_1s_8-30Hz,1992,0.294789105531157,method_training_only
sub-01,3,riemannian_recentered,1s_1s_8-30Hz,1992,0.347323410992604,method_training_only
sub-01,3,target_only,1s_2s_8-12Hz,32,6.82435317375962,method_training_only
sub-01,3,pooled_unaligned,1s_2s_8-12Hz,1992,0.2746047333594394,method_training_only
sub-01,3,riemannian_recentered,1s_2s_8-12Hz,1992,0.3184826523928141,method_training_only
sub-01,3,target_only,1s_2s_13-20Hz,32,6.990445027892504,method_training_only
sub-01,3,pooled_unaligned,1s_2s_13-20Hz,1992,0.2844380398171546,method_training_only
sub-01,3,riemannian_recentered,1s_2s_13-20Hz,1992,0.3560655333455557,method_training_only
sub-01,3,target_only,1s_2s_20-30Hz,32,7.4857689693104685,method_training_only
sub-01,3,pooled_unaligned,1s_2s_20-30Hz,1992,0.2639275218417897,method_training_only
sub-01,3,riemannian_recentered,1s_2s_20-30Hz,1992,0.3163747710883951,method_training_only
sub-01,3,target_only,1s_2s_8-30Hz,32,6.963162852070614,method_training_only
sub-01,3,pooled_unaligned,1s_2s_8-30Hz,1992,0.2913158239682069,method_training_only
sub-01,3,riemannian_recentered,1s_2s_8-30Hz,1992,0.36095361394541686,method_training_only
sub-01,3,target_only,1s_3s_8-12Hz,32,5.038700388266448,method_training_only
sub-01,3,pooled_unaligned,1s_3s_8-12Hz,1992,0.24960184622614706,method_training_only
sub-01,3,riemannian_recentered,1s_3s_8-12Hz,1992,0.2774187967908578,method_training_only
sub-01,3,target_only,1s_3s_13-20Hz,32,8.140615497954244,method_training_only
sub-01,3,pooled_unaligned,1s_3s_13-20Hz,1992,0.2709856135493769,method_training_only
sub-01,3,riemannian_recentered,1s_3s_13-20Hz,1992,0.30374803834665176,method_training_only
sub-01,3,target_only,1s_3s_20-30Hz,32,5.405942302011505,method_training_only
sub-01,3,pooled_unaligned,1s_3s_20-30Hz,1992,0.2392201176023317,method_training_only
sub-01,3,riemannian_recentered,1s_3s_20-30Hz,1992,0.2768858084546665,method_training_only
sub-01,3,target_only,1s_3s_8-30Hz,32,5.694150538489554,method_training_only
sub-01,3,pooled_unaligned,1s_3s_8-30Hz,1992,0.23028093672384709,method_training_only
sub-01,3,riemannian_recentered,1s_3s_8-30Hz,1992,0.28284469942103985,method_training_only
sub-01,3,target_only,2s_0s_8-12Hz,32,6.088598629171895,method_training_only
sub-01,3,pooled_unaligned,2s_0s_8-12Hz,1992,0.28917687104928735,method_training_only
sub-01,3,riemannian_recentered,2s_0s_8-12Hz,1992,0.37021006995512706,method_training_only
sub-01,3,target_only,2s_0s_13-20Hz,32,5.019882106389835,method_training_only
sub-01,3,pooled_unaligned,2s_0s_13-20Hz,1992,0.2950828585734412,method_training_only
sub-01,3,riemannian_recentered,2s_0s_13-20Hz,1992,0.36323462528712835,method_training_only
sub-01,3,target_only,2s_0s_20-30Hz,32,7.576985471752412,method_training_only
sub-01,3,pooled_unaligned,2s_0s_20-30Hz,1992,0.29629658898416306,method_training_only
sub-01,3,riemannian_recentered,2s_0s_20-30Hz,1992,0.35970702370356566,method_training_only
sub-01,3,target_only,2s_0s_8-30Hz,32,4.343148224419404,method_training_only
sub-01,3,pooled_unaligned,2s_0s_8-30Hz,1992,0.3056636036518889,method_training_only
