epoch,train_loss,val_loss,train_n,val_n,train_masked_tokens_mean,probe_mean_balacc,emb_std,effective_rank,offdiag_corr,probe_per_subject
28,0.24033512701590856,0.23316229104995728,1200,400,27.025833333333335,,,,,
29,0.23491104443868002,0.22760657727718353,1200,400,27.265,,,,,
30,0.23342562158902486,0.22783443719148636,1200,400,26.839166666666667,0.595,0.2019919753074646,3.9938382225990363,0.3786166680214288,"{7: 0.6, 22: 0.575, 23: 0.5, 28: 0.75, 40: 0.55}"
31,0.23016350050767262,0.2256317123770714,1200,400,27.399166666666666,,,,,
32,0.23004656175772348,0.22490803390741348,1200,400,27.206666666666667,,,,,
33,0.22652516732613245,0.2188112246990204,1200,400,27.16583333333333,,,,,
34,0.22273437023162843,0.21707481056451797,1200,400,27.235833333333332,,,,,
35,0.21852660497029622,0.21270853877067566,1200,400,27.2825,0.595,0.20624318718910217,3.936984353186277,0.3905248542244831,"{7: 0.625, 22: 0.5, 23: 0.55, 28: 0.7, 40: 0.6}"
36,0.21457561631997427,0.21212947070598603,1200,400,27.253333333333334,,,,,
37,0.2118107039729754,0.2081391194462776,1200,400,27.16,,,,,
38,0.2088721638917923,0.20392420262098312,1200,400,27.4925,,,,,
39,0.2070548316836357,0.20509068340063094,1200,400,27.4925,,,,,
40,0.2056562426686287,0.20299656063318253,1200,400,27.399166666666666,0.5850000000000001,0.21211670339107513,3.9049820648019558,0.39484693262472204,"{7: 0.6, 22: 0.5, 23: 0.5, 28: 0.725, 40: 0.6}"
41,0.2038627929488818,0.1963359746336937,1200,400,27.270833333333332,,,,,
42,0.19778257618347803,0.19647113665938376,1200,400,27.2475,,,,,
43,0.19736942599217097,0.19476447343826295,1200,400,27.125,,,,,
44,0.19689668546120326,0.19246692568063736,1200,400,27.3175,,,,,
45,0.19316040515899657,0.18901864156126977,1200,400,27.3175,0.58,0.21272507309913635,3.9781520311548295,0.39120636362558214,"{7: 0.6, 22: 0.525, 23: 0.425, 28: 0.725, 40: 0.625}"
46,0.19212385872999826,0.18967146560549736,1200,400,27.37,,,,,
47,0.18985083709160486,0.18506162852048874,1200,400,27.381666666666668,,,,,
48,0.18827231953541437,0.1840766888856888,1200,400,27.195,,,,,
49,0.1870302208264669,0.1865347707271576,1200,400,27.358333333333334,,,,,
50,0.1872709948817889,0.18198765620589255,1200,400,27.51,0.575,0.22075092792510986,3.759063349784163,0.40016190995229045,"{7: 0.6, 22: 0.525, 23: 0.4, 28: 0.65, 40: 0.7}"
51,0.18294502000013987,0.1847727504372597,1200,400,27.195,,,,,
52,0.18047548999389013,0.17912416756153107,1200,400,27.6325,,,,,
53,0.18199879437685013,0.17755313605070114,1200,400,27.16583333333333,,,,,
54,0.17769928505023322,0.1768193343281746,1200,400,27.358333333333334,,,,,
55,0.1757478694121043,0.17509835094213486,1200,400,27.241666666666667,0.55,0.22862115502357483,3.6059989330775784,0.40406256947304536,"{7: 0.55, 22: 0.5, 23: 0.4, 28: 0.65, 40: 0.65}"
56,0.17657607893149058,0.17210787802934646,1200,400,27.311666666666667,,,,,
57,0.17453685959180196,0.17029504597187042,1200,400,27.23,,,,,
58,0.17599301636219025,0.1715606154501438,1200,400,27.375833333333333,,,,,
59,0.1731184020638466,0.17277002900838853,1200,400,27.2825,,,,,
60,0.17527470548947652,0.1680145689845085,1200,400,27.323333333333334,0.5599999999999999,0.23028630018234253,3.5876139044096913,0.4045239423831037,"{7: 0.575, 22: 0.45, 23: 0.45, 28: 0.575, 40: 0.75}"
61,0.17475161547462145,0.1665153369307518,1200,400,27.51,,,,,
62,0.17279362360636394,0.1714300522208214,1200,400,27.451666666666668,,,,,
63,0.17104325433572135,0.16811083987355233,1200,400,27.154166666666665,,,,,
64,0.1679520145058632,0.1644582062959671,1200,400,27.09,,,,,
65,0.16959698100884754,0.16866237044334412,1200,400,27.323333333333334,0.545,0.23353464901447296,3.416765348547525,0.40208390662105364,"{7: 0.575, 22: 0.425, 23: 0.425, 28: 0.55, 40: 0.75}"
66,0.1677929551402728,0.16871601045131684,1200,400,27.066666666666666,,,,,
67,0.1679273585478465,0.16291283562779427,1200,400,27.3525,,,,,
68,0.16790549010038375,0.1655605797469616,1200,400,27.206666666666667,,,,,
69,0.16462307676672935,0.1623697417974472,1200,400,26.839166666666667,,,,,
70,0.1608947608868281,0.16319239944219588,1200,400,27.381666666666668,0.52,0.23207587003707886,3.3205644274417234,0.3992799394698223,"{7: 0.5, 22: 0.4, 23: 0.425, 28: 0.55, 40: 0.725}"
71,0.15904105444749198,0.15497973591089248,1200,400,27.049166666666668,,,,,
72,0.15465523734688758,0.15523005068302154,1200,400,27.189166666666665,,,,,
73,0.15489324440558752,0.15216661795973777,1200,400,27.113333333333333,,,,,
74,0.15275340055425962,0.15160331189632414,1200,400,27.270833333333332,,,,,
75,0.15213369011878966,0.15058277145028115,1200,400,27.0725,0.5149999999999999,0.23278415203094482,3.0266623103857335,0.4020613876806441,"{7: 0.6, 22: 0.45, 23: 0.35, 28: 0.525, 40: 0.65}"
76,0.15051439116398493,0.1514268696308136,1200,400,27.375833333333333,,,,,
77,0.14860311582684516,0.15180935576558113,1200,400,27.463333333333335,,,,,
78,0.1474498969813188,0.1479545946419239,1200,400,27.294166666666666,,,,,
79,0.1451379946867625,0.14376180216670037,1200,400,27.399166666666666,,,,,
80,0.1455125230550766,0.14916017025709152,1200,400,27.294166666666666,0.5349999999999999,0.22698724269866943,2.91795000602955,0.39755552153800133,"{7: 0.675, 22: 0.45, 23: 0.375, 28: 0.525, 40: 0.65}"
81,0.1432406775156657,0.14243894308805466,1200,400,27.113333333333333,,,,,
82,0.13908737733960153,0.13927705243229865,1200,400,27.393333333333334,,,,,
83,0.13731031661232312,0.13955917105078697,1200,400,27.574166666666667,,,,,
84,0.13051424955328306,0.132927236109972,1200,400,27.434166666666666,,,,,
85,0.1274594842394193,0.13073653161525725,1200,400,27.311666666666667,0.5349999999999999,0.2246028035879135,2.5450771060165467,0.42142065689144076,"{7: 0.65, 22: 0.45, 23: 0.425, 28: 0.475, 40: 0.675}"
86,0.1273188179731369,0.12518097057938576,1200,400,27.52166666666667,,,,,
87,0.12307501927018166,0.12575298488140108,1200,400,27.44,,,,,
88,0.1199237036705017,0.12318926110863686,1200,400,27.416666666666668,,,,,
89,0.1169587481021881,0.11939539328217506,1200,400,27.340833333333332,,,,,
90,0.1143802406390508,0.11300644084811211,1200,400,27.451666666666668,0.53,0.2109830379486084,2.6425675666526436,0.40047175018484316,"{7: 0.65, 22: 0.475, 23: 0.475, 28: 0.425, 40: 0.625}"
91,0.10946028590202332,0.11110449180006982,1200,400,26.8975,,,,,
92,0.10699922149380048,0.11086295522749424,1200,400,27.241666666666667,,,,,
93,0.10513428976138432,0.1075572708249092,1200,400,27.16583333333333,,,,,
94,0.10112745001912117,0.10379953950643539,1200,400,27.3175,,,,,
95,0.0970034159719944,0.09755485892295837,1200,400,27.3,0.55,0.2047666758298874,2.4429753770625413,0.40625288144360844,"{7: 0.675, 22: 0.55, 23: 0.45, 28: 0.425, 40: 0.65}"
96,0.09608540092905363,0.09862792074680328,1200,400,27.4575,,,,,
97,0.09076453417539597,0.09459533616900444,1200,400,27.276666666666667,,,,,
98,0.09079623731474082,0.09123663634061813,1200,400,27.661666666666665,,,,,
99,0.08690404916803042,0.08824733853340148,1200,400,27.480833333333333,,,,,
100,0.08374955460429191,0.08498438268899917,1200,400,27.480833333333333,0.5599999999999999,0.20318445563316345,2.282136071481507,0.41827138676368497,"{7: 0.75, 22: 0.5, 23: 0.525, 28: 0.4, 40: 0.625}"
101,0.08220322233935197,0.08573809169232845,1200,400,27.113333333333333,,,,,
102,0.08060878545045852,0.08139311894774437,1200,400,27.23,,,,,
103,0.07954938570658365,0.08334408357739448,1200,400,27.4575,,,,,
104,0.0798088358839353,0.083297613337636,1200,400,27.265,,,,,
105,0.0771383140484492,0.08250280991196632,1200,400,27.206666666666667,0.575,0.20892931520938873,2.1845713206447575,0.42158005875409726,"{7: 0.725, 22: 0.575, 23: 0.525, 28: 0.4, 40: 0.65}"
106,0.07578583809236686,0.08139369733631611,1200,400,27.44,,,,,
107,0.07595081349213918,0.08055426888167858,1200,400,27.358333333333334,,,,,
108,0.07309191276629766,0.07833211317658424,1200,400,27.311666666666667,,,,,
109,0.07322755669554075,0.07673074059188366,1200,400,27.358333333333334,,,,,
110,0.07287056731681028,0.07844474993646144,1200,400,27.375833333333333,0.585,0.21737156808376312,2.219581403759149,0.42825610870871667,"{7: 0.775, 22: 0.525, 23: 0.5, 28: 0.425, 40: 0.7}"
111,0.07010937203963598,0.07852442443370819,1200,400,27.206666666666667,,,,,
112,0.0706369033207496,0.07754249416291714,1200,400,27.2475,,,,,
113,0.06961110959450403,0.0771718119084835,1200,400,27.253333333333334,,,,,
114,0.0708081471423308,0.07678496323525906,1200,400,27.206666666666667,,,,,
115,0.0719339224199454,0.07660898715257644,1200,400,27.113333333333333,0.5549999999999999,0.23065009713172913,2.3267206466886883,0.43249096712480606,"{7: 0.75, 22: 0.475, 23: 0.475, 28: 0.425, 40: 0.65}"
116,0.07155481643974781,0.07619275599718094,1200,400,27.37,,,,,
117,0.07094475085536639,0.07529910832643509,1200,400,27.533333333333335,,,,,
118,0.07065885946154594,0.0783004929125309,1200,400,27.218333333333334,,,,,
119,0.0705085161079963,0.07679175034165382,1200,400,27.276666666666667,,,,,
120,0.06854982237021129,0.07621126443147659,1200,400,27.13083333333333,0.535,0.24629062414169312,2.4016986551527517,0.4264284928942726,"{7: 0.75, 22: 0.425, 23: 0.5, 28: 0.4, 40: 0.6}"
121,0.06980151727795601,0.07681926786899566,1200,400,27.16,,,,,
122,0.06915858658651511,0.07782489821314811,1200,400,27.16583333333333,,,,,
123,0.06987834667166073,0.07880537547171115,1200,400,27.323333333333334,,,,,
124,0.07172870320578416,0.08106030091643333,1200,400,27.3525,,,,,
125,0.07118916129072507,0.07978546649217605,1200,400,27.393333333333334,0.51,0.26803475618362427,2.4827439572637027,0.42078503198181166,"{7: 0.725, 22: 0.35, 23: 0.45, 28: 0.45, 40: 0.575}"
126,0.07090742160876592,0.07910413399338723,1200,400,27.136666666666667,,,,,
127,0.07061009414494038,0.08006617173552513,1200,400,27.323333333333334,,,,,
128,0.07048408632477124,0.07850126713514329,1200,400,27.195,,,,,
129,0.06884202423195045,0.07873669855296611,1200,400,27.329166666666666,,,,,
130,0.07064330677191416,0.07788646675646305,1200,400,27.253333333333334,0.525,0.2842419147491455,2.5710762255289406,0.4228925952004956,"{7: 0.75, 22: 0.35, 23: 0.5, 28: 0.45, 40: 0.575}"
131,0.0702404524385929,0.08059070140123367,1200,400,27.475,,,,,
132,0.07065002595384916,0.08092559851706028,1200,400,27.52166666666667,,,,,
133,0.07024532981216908,0.0801019697636366,1200,400,27.5625,,,,,
134,0.07204181879758835,0.07760834202170372,1200,400,27.405,,,,,
135,0.06986217891176541,0.08168208070099353,1200,400,27.113333333333333,0.495,0.30285656452178955,3.0127598188837776,0.40155537740720265,"{7: 0.675, 22: 0.325, 23: 0.5, 28: 0.475, 40: 0.5}"
136,0.07141944386065006,0.0819809490442276,1200,400,27.56833333333333,,,,,
137,0.07098357399304708,0.08211568638682365,1200,400,27.241666666666667,,,,,
138,0.07246703440944353,0.08502372838556767,1200,400,27.276666666666667,,,,,
139,0.07257533865670363,0.07852516911923885,1200,400,27.469166666666666,,,,,
140,0.07216246480743091,0.08037321999669075,1200,400,27.02,0.48999999999999994,0.3247745633125305,3.3376251410920856,0.38989018444587276,"{7: 0.7, 22: 0.375, 23: 0.45, 28: 0.45, 40: 0.475}"
141,0.07400205423434575,0.08439196713268757,1200,400,27.323333333333334,,,,,
142,0.07217877589166165,0.08155265524983406,1200,400,27.375833333333333,,,,,
143,0.07181115893026192,0.08475188054144382,1200,400,27.405,,,,,
144,0.07317260324954987,0.08181164279580116,1200,400,27.294166666666666,,,,,
145,0.07138805421690146,0.08517330922186375,1200,400,27.335,0.5000000000000001,0.3506512939929962,3.4604965790827453,0.38171978956719277,"{7: 0.725, 22: 0.375, 23: 0.5, 28: 0.45, 40: 0.45}"
146,0.07226640897492567,0.08535348281264304,1200,400,27.136666666666667,,,,,
147,0.07279532747964064,0.08096162728965282,1200,400,27.200833333333332,,,,,
